Number	Family	Species	dden	region	Reference_Number	
390	Lamiaceae	Aegiphila_integrifolia	0.860	South_America_(tropical)	15	
391	Lamiaceae	Aegiphila_intermedia	0.430	South_America_(tropical)	44	
392	Lamiaceae	Aegiphila_klotzkiana	0.680	South_America_(extratropical)	114	
393	Rutaceae	Aegle_marmelos	0.880	India	26	
394	Rutaceae	Aegle_marmelos	0.771	South_East_Asia_(tropical)	14	
395	Sapindaceae	Aesculus_chinensis	0.600	South_East_Asia_(tropical)	126	
396	Sapindaceae	Aesculus_flava	0.347	NorthAmerica	118	
397	Sapindaceae	Aesculus_hippocastanum	0.500	Europe	76	
398	Sapindaceae	Aesculus_indica	0.465	India	135	
399	Sapindaceae	Aesculus_octandra	0.330	NorthAmerica	6	
400	Sapindaceae	Aesculus_turbinata	0.450	South_East_Asia	136	
401	Thymelaeaceae	Aetoxylon_sympetalum	0.740	South_East_Asia_(tropical)	129	
402	Cornaceae	Afrocrania_volkensii	0.810	Africa_(extratropical)	124	
403	Cornaceae	Afrocrania_volkensii	0.516	Africa_(extratropical)	137	
404	Fabaceae	Afzelia_africana	0.670	Africa_(tropical)	60	
405	Fabaceae	Afzelia_africana	0.689	Africa_(tropical)	1	
406	Fabaceae	Afzelia_africana	0.630	Africa_(tropical)	39	
407	Fabaceae	Afzelia_africana	0.680	Africa_(tropical)	63	
408	Fabaceae	Afzelia_africana	0.706	Africa_(tropical)	63	
409	Fabaceae	Afzelia_africana	0.688	Africa_(tropical)	98	
410	Fabaceae	Afzelia_africana	0.624	Africa_(tropical)	143	
411	Fabaceae	Afzelia_africana	0.683	Africa_(tropical)	147	
412	Fabaceae	Afzelia_africana	0.693	Africa_(tropical)	147	
413	Fabaceae	Afzelia_africana	0.715	Africa_(tropical)	147	
414	Fabaceae	Afzelia_africana	0.721	Africa_(tropical)	147	
415	Fabaceae	Afzelia_africana	0.721	Africa_(tropical)	147	
416	Fabaceae	Afzelia_africana	0.774	Africa_(tropical)	147	
417	Fabaceae	Afzelia_africana	0.703	Africa_(tropical)	182	
418	Fabaceae	Afzelia_bella	0.637	Africa_(tropical)	147	
419	Fabaceae	Afzelia_bipindensis	0.689	Africa_(tropical)	1	
420	Fabaceae	Afzelia_bipindensis	0.695	Africa_(tropical)	85	
421	Fabaceae	Afzelia_bipindensis	0.660	Africa_(tropical)	123	
422	Fabaceae	Afzelia_bipindensis	0.661	Africa_(tropical)	143	
423	Fabaceae	Afzelia_bipindensis	0.752	Africa_(tropical)	147	
424	Fabaceae	Afzelia_bipindensis	0.768	Africa_(tropical)	147	
425	Fabaceae	Afzelia_bipindensis	0.781	Africa_(tropical)	147	
426	Fabaceae	Afzelia_bipindensis	0.805	Africa_(tropical)	147	
427	Fabaceae	Afzelia_bipindensis	0.825	Africa_(tropical)	147	
428	Fabaceae	Afzelia_bipindensis	0.703	Africa_(tropical)	182	
429	Fabaceae	Afzelia_bipindensis	0.706	Africa_(tropical)	202	
430	Fabaceae	Afzelia_bracteata	0.680	Africa_(tropical)	179	
431	Fabaceae	Afzelia_indet	0.689	Africa_(tropical)	1	
432	Fabaceae	Afzelia_indet	0.670	Africa_(tropical)	85	
433	Fabaceae	Afzelia_javanica	0.540	South_East_Asia_(tropical)	129	
434	Fabaceae	Afzelia_javanica	0.570	South_East_Asia_(tropical)	129	
435	Fabaceae	Afzelia_javanica	0.720	South_East_Asia_(tropical)	129	
436	Fabaceae	Afzelia_pachyloba	0.689	Africa_(tropical)	1	
437	Fabaceae	Afzelia_pachyloba	0.640	Africa_(tropical)	39	
438	Fabaceae	Afzelia_pachyloba	0.663	Africa_(tropical)	85	
439	Fabaceae	Afzelia_pachyloba	0.615	Africa_(tropical)	147	
440	Fabaceae	Afzelia_pachyloba	0.665	Africa_(tropical)	147	
441	Fabaceae	Afzelia_pachyloba	0.673	Africa_(tropical)	147	
442	Fabaceae	Afzelia_pachyloba	0.742	Africa_(tropical)	147	
443	Fabaceae	Afzelia_pachyloba	0.760	Africa_(tropical)	147	
444	Fabaceae	Afzelia_pachyloba	0.703	Africa_(tropical)	182	
445	Fabaceae	Afzelia_parviflora	0.679	Africa_(tropical)	98	
446	Fabaceae	Afzelia_quanzensis	0.689	Africa_(tropical)	1	
447	Fabaceae	Afzelia_quanzensis	0.670	Africa_(tropical)	58	
448	Fabaceae	Afzelia_quanzensis	0.745	Africa_(tropical)	182	
449	Fabaceae	Afzelia_quanzensis	0.760	Africa_(tropical)	104	
450	Fabaceae	Afzelia_rhomboidea	0.590	South_East_Asia_(tropical)	129	
451	Araucariaceae	Agathis_alba	0.380	South_East_Asia_(tropical)	43	
452	Araucariaceae	Agathis_atropurpurea	0.413	Australia/PNG_(tropical)	90	
453	Araucariaceae	Agathis_australis	0.450	South_East_Asia	136	
454	Araucariaceae	Agathis_borneensis	0.400	South_East_Asia_(tropical)	176	
455	Araucariaceae	Agathis_borneensis	0.380	South_East_Asia_(tropical)	170	
456	Araucariaceae	Agathis_borneensis	0.370	South_East_Asia_(tropical)	170	
457	Araucariaceae	Agathis_dammara	0.490	South_East_Asia_(tropical)	129	
458	Araucariaceae	Agathis_dammara	0.413	Australia/PNG_(tropical)	27	
459	Araucariaceae	Agathis_labillardieri	0.380	South_East_Asia_(tropical)	170	
460	Araucariaceae	Agathis_microstachya	0.458	Australia/PNG_(tropical)	90	
461	Araucariaceae	Agathis_microstachya	0.413	Australia/PNG_(tropical)	90	
462	Araucariaceae	Agathis_philippinensis	0.450	South_East_Asia_(tropical)	170	
463	Araucariaceae	Agathis_robusta	0.397	Australia/PNG_(tropical)	90	
464	Araucariaceae	Agathis_robusta	0.401	Australia	90	
465	Araucariaceae	Agathis_robusta	0.413	Australia/PNG_(tropical)	90	
466	Araucariaceae	Agathis_robusta	0.413	Australia/PNG_(tropical)	90	
467	Araucariaceae	Agathis_robusta	0.380	Australia/PNG_(tropical)	170	
468	Araucariaceae	Agathis_vitiensis	0.450	Oceania	9	
469	Meliaceae	Aglaia_agglomerata	0.620	South_East_Asia_(tropical)	170	
470	Meliaceae	Aglaia_argentea	0.580	South_East_Asia_(tropical)	129	
471	Meliaceae	Aglaia_argentea	0.630	South_East_Asia_(tropical)	129	
472	Meliaceae	Aglaia_argentea	0.650	South_East_Asia_(tropical)	170	
473	Meliaceae	Aglaia_argentea	0.660	South_East_Asia_(tropical)	43	
474	Meliaceae	Aglaia_aspera	0.710	South_East_Asia_(tropical)	177	
475	Meliaceae	Aglaia_cordata	0.780	South_East_Asia_(tropical)	43	
476	Meliaceae	Aglaia_cucullata	0.620	South_East_Asia_(tropical)	129	
477	Meliaceae	Aglaia_cucullata	0.580	South_East_Asia_(tropical)	43	
478	Meliaceae	Aglaia_cucullata	0.456	Australia/PNG_(tropical)	27	
479	Meliaceae	Aglaia_dasyclada	0.560	China	33	
480	Meliaceae	Aglaia_dasyclada	0.500	South_East_Asia_(tropical)	126	
481	Meliaceae	Aglaia_dasyclada	0.600	China	33	
482	Meliaceae	Aglaia_edulis	0.710	South_East_Asia_(tropical)	170	
483	Meliaceae	Aglaia_elaeagnoidea	0.630	South_East_Asia_(tropical)	126	
484	Meliaceae	Aglaia_elliptica	0.660	South_East_Asia_(tropical)	170	
485	Meliaceae	Aglaia_exstipulata	0.800	South_East_Asia_(tropical)	170	
486	Meliaceae	Aglaia_forbesii	0.660	South_East_Asia_(tropical)	177	
487	Meliaceae	Aglaia_grandis	0.660	South_East_Asia_(tropical)	170	
488	Meliaceae	Aglaia_griffithii	0.860	South_East_Asia_(tropical)	43	
489	Meliaceae	Aglaia_hiernii	0.500	India	109	
490	Meliaceae	Aglaia_indet	0.723	Australia/PNG_(tropical)	27	
491	Meliaceae	Aglaia_lanceolata	0.690	South_East_Asia_(tropical)	43	
492	Meliaceae	Aglaia_lawii	0.610	South_East_Asia_(tropical)	126	
493	Meliaceae	Aglaia_lawii	0.580	South_East_Asia_(tropical)	16	
494	Meliaceae	Aglaia_leptantha	0.640	South_East_Asia_(tropical)	177	
495	Meliaceae	Aglaia_leucophylla	0.720	South_East_Asia_(tropical)	177	
496	Meliaceae	Aglaia_luzoniensis	0.650	South_East_Asia_(tropical)	170	
497	Meliaceae	Aglaia_macrocarpa	0.550	South_East_Asia_(tropical)	170	
498	Meliaceae	Aglaia_maingayi	0.790	South_East_Asia_(tropical)	43	
499	Meliaceae	Aglaia_malaccensis	0.610	South_East_Asia_(tropical)	170	
500	Meliaceae	Aglaia_malaccensis	0.670	South_East_Asia_(tropical)	43	
501	Meliaceae	Aglaia_merostela	0.740	South_East_Asia_(tropical)	43	
502	Meliaceae	Aglaia_multinervis	0.640	South_East_Asia_(tropical)	170	
503	Meliaceae	Aglaia_nitidula	0.689	Australia/PNG_(tropical)	90	
504	Meliaceae	Aglaia_odoratissima	0.710	South_East_Asia_(tropical)	129	
505	Meliaceae	Aglaia_odoratissima	0.720	South_East_Asia_(tropical)	43	
506	Meliaceae	Aglaia_pachyphylla	0.690	South_East_Asia_(tropical)	170	
507	Meliaceae	Aglaia_perviridis	0.810	South_East_Asia_(tropical)	170	
508	Meliaceae	Aglaia_ridleyi	0.610	South_East_Asia_(tropical)	43	
509	Meliaceae	Aglaia_roxburghiana	0.663	China	33	
510	Meliaceae	Aglaia_roxburghiana	0.740	China	33	
511	Meliaceae	Aglaia_rubescens	0.580	South_East_Asia_(tropical)	43	
512	Meliaceae	Aglaia_rubiginosa	0.760	South_East_Asia_(tropical)	129	
513	Meliaceae	Aglaia_rubiginosa	0.760	South_East_Asia_(tropical)	43	
514	Meliaceae	Aglaia_sapindina	0.420	South_East_Asia_(tropical)	170	
515	Meliaceae	Aglaia_silvestris	0.670	South_East_Asia_(tropical)	177	
516	Meliaceae	Aglaia_simplicifolia	0.770	South_East_Asia_(tropical)	177	
517	Meliaceae	Aglaia_spectabilis	0.550	South_East_Asia_(tropical)	126	
518	Meliaceae	Aglaia_spectabilis	0.600	South_East_Asia_(tropical)	170	
519	Meliaceae	Aglaia_subcuprea	0.730	South_East_Asia_(tropical)	129	
520	Meliaceae	Aglaia_tenuicaulis	0.730	South_East_Asia_(tropical)	43	
521	Meliaceae	Aglaia_tomentosa	0.660	South_East_Asia_(tropical)	129	
522	Meliaceae	Aglaia_tomentosa	0.690	South_East_Asia_(tropical)	170	
523	Meliaceae	Aglaia_unifoliolata	0.760	South_East_Asia_(tropical)	129	
524	Meliaceae	Aglaia_wallichii	0.554	South_East_Asia_(tropical)	14	
525	Opiliaceae	Agonandra_brasiliensis	0.870	South_America_(extratropical)	114	
526	Opiliaceae	Agonandra_brasiliensis	0.861	South_America_(tropical)	189	
527	Opiliaceae	Agonandra_brasiliensis	0.800	South_America_(tropical)	44	
528	Opiliaceae	Agonandra_brasiliensis	0.740	South_America_(tropical)	188	
529	Opiliaceae	Agonandra_silvatica	0.861	South_America_(tropical)	30	
530	Opiliaceae	Agonandra_silvatica	0.800	South_America_(tropical)	44	
531	Euphorbiaceae	Agrostistachys_borneensis	0.820	South_East_Asia_(tropical)	43	
532	Euphorbiaceae	Agrostistachys_gaudichaudii	0.590	South_East_Asia_(tropical)	43	
533	Rubiaceae	Aidia_micrantha	0.663	Africa_(extratropical)	72	
534	Rubiaceae	Aidia_ochroleuca	0.824	Africa_(tropical)	85	
535	Rubiaceae	Aidia_racemosa	0.771	Australia/PNG_(tropical)	90	
536	Simaroubaceae	Ailanthus_altissima	0.457	NorthAmerica	6	
537	Simaroubaceae	Ailanthus_altissima	0.548	China	33	
538	Simaroubaceae	Ailanthus_altissima	0.579	China	33	
539	Simaroubaceae	Ailanthus_altissima	0.505	China	33	
540	Simaroubaceae	Ailanthus_altissima	0.536	China	33	
541	Simaroubaceae	Ailanthus_altissima	0.490	Africa_(extratropical)	58	
542	Simaroubaceae	Ailanthus_excelsa	0.400	India	26	
543	Simaroubaceae	Ailanthus_integrifolia	0.310	South_East_Asia_(tropical)	80	
544	Simaroubaceae	Ailanthus_integrifolia	0.300	South_East_Asia_(tropical)	170	
545	Simaroubaceae	Ailanthus_peekelii	0.465	Australia/PNG_(tropical)	27	
546	Simaroubaceae	Ailanthus_triphysa	0.375	Australia/PNG_(tropical)	90	
547	Simaroubaceae	Ailanthus_triphysa	0.366	Australia/PNG_(tropical)	90	
548	Simaroubaceae	Ailanthus_triphysa	0.375	Australia/PNG_(tropical)	90	
549	Simaroubaceae	Ailanthus_triphysa	0.375	Australia/PNG_(tropical)	90	
550	Simaroubaceae	Ailanthus_triphysa	0.300	South_East_Asia_(tropical)	129	
551	Lauraceae	Aiouea_impressa	0.370	South_America_(tropical)	44	
552	Cunoniaceae	Aistopetalum_viticoides	0.760	South_East_Asia_(tropical)	129	
553	Akaniaceae	Akania_bidwillii	0.573	Australia/PNG_(tropical)	90	
554	Akaniaceae	Akania_bidwillii	0.573	Australia/PNG_(tropical)	90	
555	Cornaceae	Alangium_chinense	0.412	China	33	
556	Cornaceae	Alangium_chinense	0.432	China	33	
557	Cornaceae	Alangium_chinense	0.361	Africa_(tropical)	137	
558	Cornaceae	Alangium_griffithii	0.700	South_East_Asia_(tropical)	129	
559	Cornaceae	Alangium_javanicum	0.680	South_East_Asia_(tropical)	129	
560	Cornaceae	Alangium_javanicum	0.780	South_East_Asia_(tropical)	43	
561	Cornaceae	Alangium_kurzii	0.420	South_East_Asia_(tropical)	129	
562	Cornaceae	Alangium_longiflorum	0.683	South_East_Asia_(tropical)	145	
563	Cornaceae	Alangium_maliliense	0.690	South_East_Asia_(tropical)	129	
564	Cornaceae	Alangium_nobile	0.770	South_East_Asia_(tropical)	129	
565	Cornaceae	Alangium_nobile	0.730	South_East_Asia_(tropical)	43	
566	Cornaceae	Alangium_ridleyi	0.720	South_East_Asia_(tropical)	129	
567	Cornaceae	Alangium_ridleyi	0.830	South_East_Asia_(tropical)	43	
568	Cornaceae	Alangium_salviifolium	0.800	India	26	
569	Cornaceae	Alangium_villosum	0.607	Australia/PNG_(tropical)	90	
570	Cornaceae	Alangium_villosum	0.607	Australia/PNG_(tropical)	90	
571	Cornaceae	Alangium_villosum	0.510	South_East_Asia_(tropical)	129	
572	Cornaceae	Alangium_villosum	0.510	South_East_Asia_(tropical)	129	
573	Cornaceae	Alangium_villosum	0.550	South_East_Asia_(tropical)	129	
574	Cornaceae	Alangium_villosum	0.550	South_East_Asia_(tropical)	129	
575	Fabaceae	Albizia_acle	0.510	South_East_Asia_(tropical)	129	
576	Fabaceae	Albizia_adianthifolia	0.500	Africa_(tropical)	136	
577	Fabaceae	Albizia_adianthifolia	0.646	Africa_(tropical)	1	
578	Fabaceae	Albizia_adianthifolia	0.482	Africa_(tropical)	98	
579	Fabaceae	Albizia_adianthifolia	0.516	Africa_(tropical)	137	
580	Fabaceae	Albizia_adianthifolia	0.450	Africa_(tropical)	147	
581	Fabaceae	Albizia_adianthifolia	0.474	Africa_(tropical)	147	
582	Fabaceae	Albizia_adianthifolia	0.502	Africa_(tropical)	147	
583	Fabaceae	Albizia_adianthifolia	0.490	Madagascar	75	
584	Fabaceae	Albizia_amara	0.723	India	135	
585	Fabaceae	Albizia_amara	0.758	Africa_(extratropical)	72	
586	Fabaceae	Albizia_antunesiana	0.715	Africa_(extratropical)	72	
587	Fabaceae	Albizia_antunesiana	0.671	Africa_(extratropical)	71	
588	Fabaceae	Albizia_brevifolia	0.801	Africa_(extratropical)	72	
589	Fabaceae	Albizia_chinensis	0.300	South_East_Asia_(tropical)	126	
590	Fabaceae	Albizia_coriaria	0.560	Africa_(extratropical)	123	
591	Fabaceae	Albizia_dinklagei	0.760	Africa_(tropical)	147	
592	Fabaceae	Albizia_falcata	0.298	China	33	
593	Fabaceae	Albizia_falcata	0.344	China	33	
594	Fabaceae	Albizia_falcata	0.370	South_East_Asia_(tropical)	43	
595	Fabaceae	Albizia_falcata	0.280	China	33	
596	Fabaceae	Albizia_falcataria	0.284	Australia/PNG_(tropical)	27	
597	Fabaceae	Albizia_ferruginea	0.500	Africa_(tropical)	136	
598	Fabaceae	Albizia_ferruginea	0.577	Africa_(tropical)	1	
599	Fabaceae	Albizia_ferruginea	0.491	Africa_(tropical)	85	
600	Fabaceae	Albizia_ferruginea	0.445	Africa_(tropical)	79	
601	Fabaceae	Albizia_ferruginea	0.430	Africa_(tropical)	98	
602	Fabaceae	Albizia_ferruginea	0.516	Africa_(tropical)	137	
603	Fabaceae	Albizia_ferruginea	0.444	Africa_(tropical)	147	
604	Fabaceae	Albizia_ferruginea	0.479	Africa_(tropical)	147	
605	Fabaceae	Albizia_ferruginea	0.567	Africa_(tropical)	147	
606	Fabaceae	Albizia_glaberrima	0.545	Africa_(tropical)	85	
607	Fabaceae	Albizia_glaberrima	0.590	South_East_Asia_(tropical)	13	
608	Fabaceae	Albizia_grandibracteata	0.456	Africa_(tropical)	179	
609	Fabaceae	Albizia_guachapele	0.560	South_America_(tropical)	141	
610	Fabaceae	Albizia_guachapele	0.520	Central_America_(tropical)	196	
611	Fabaceae	Albizia_guachapele	0.500	South_America_(tropical)	204	
612	Fabaceae	Albizia_guachapele	0.470	South_America_(tropical)	44	
613	Fabaceae	Albizia_gummifera	0.500	Africa_(tropical)	136	
614	Fabaceae	Albizia_gummifera	0.646	Africa_(extratropical)	1	
615	Fabaceae	Albizia_gummifera	0.534	Africa_(extratropical)	85	
616	Fabaceae	Albizia_gummifera	0.520	Africa_(extratropical)	124	
617	Fabaceae	Albizia_gummifera	0.516	Africa_(extratropical)	137	
618	Fabaceae	Albizia_gummifera	0.552	Africa_(extratropical)	182	
619	Fabaceae	Albizia_gummifera	0.469	Africa_(extratropical)	72	
620	Fabaceae	Albizia_indet	0.450	South_America_(tropical)	20	
621	Fabaceae	Albizia_indet	0.520	Africa_(tropical)	85	
622	Fabaceae	Albizia_indet	0.497	Africa_(tropical)	147	
623	Fabaceae	Albizia_indet	0.562	Africa_(tropical)	147	
624	Fabaceae	Albizia_indet	0.595	Africa_(tropical)	147	
625	Fabaceae	Albizia_inundata	0.650	South_America_(extratropical)	114	
626	Fabaceae	Albizia_inundata	0.516	South_America_(extratropical)	66	
627	Fabaceae	Albizia_kalkora	0.497	China	33	
628	Fabaceae	Albizia_kalkora	0.482	China	33	
629	Fabaceae	Albizia_lebbeck	0.670	China	33	
630	Fabaceae	Albizia_lebbeck	0.800	India	26	
631	Fabaceae	Albizia_lebbeck	0.550	South_East_Asia_(tropical)	16	
632	Fabaceae	Albizia_lebbeck	0.453	China	33	
633	Fabaceae	Albizia_lebbeck	0.573	South_East_Asia_(tropical)	147	
634	Fabaceae	Albizia_lebbeck	0.538	South_East_Asia_(tropical)	182	
635	Fabaceae	Albizia_lebbek	0.710	South_East_Asia_(tropical)	43	
636	Fabaceae	Albizia_lebbekoides	0.568	Africa_(tropical)	98	
637	Fabaceae	Albizia_lucida	0.880	India	26	
638	Fabaceae	Albizia_lucidior	0.758	South_East_Asia_(tropical)	14	
639	Fabaceae	Albizia_marginata	0.650	South_America_(tropical)	44	
640	Fabaceae	Albizia_niopoides	0.640	South_America_(tropical)	141	
641	Fabaceae	Albizia_niopoides	0.630	Central_America_(tropical)	116	
642	Fabaceae	Albizia_niopoides	0.330	Central_America_(tropical)	196	
643	Fabaceae	Albizia_niopoides	0.620	South_America_(tropical)	44	
644	Fabaceae	Albizia_odoratissima	0.600	China	33	
645	Fabaceae	Albizia_odoratissima	0.714	China	33	
646	Fabaceae	Albizia_odoratissima	0.570	South_East_Asia_(tropical)	126	
647	Fabaceae	Albizia_odoratissima	0.579	China	33	
648	Fabaceae	Albizia_odoratissima	0.701	China	33	
649	Fabaceae	Albizia_odoratissima	0.667	South_East_Asia_(tropical)	14	
650	Fabaceae	Albizia_pedicellata	0.350	South_East_Asia_(tropical)	129	
651	Fabaceae	Albizia_pedicellata	0.280	South_East_Asia_(tropical)	43	
652	Fabaceae	Albizia_pistaciifolia	0.450	South_America_(tropical)	44	
653	Fabaceae	Albizia_procera	0.470	South_East_Asia_(tropical)	204	
654	Fabaceae	Albizia_procera	0.633	Australia/PNG_(tropical)	90	
655	Fabaceae	Albizia_procera	0.587	China	33	
656	Fabaceae	Albizia_procera	0.550	South_East_Asia_(tropical)	126	
657	Fabaceae	Albizia_procera	0.640	India	26	
658	Fabaceae	Albizia_procera	0.565	China	33	
659	Fabaceae	Albizia_procera	0.560	Australia/PNG_(tropical)	27	
660	Fabaceae	Albizia_procera	0.579	Africa_(tropical)	182	
661	Fabaceae	Albizia_purpusii	0.640	Mexico	23	
662	Fabaceae	Albizia_retusa	0.460	South_East_Asia_(tropical)	129	
663	Fabaceae	Albizia_saman	0.500	South_America_(tropical)	110	
664	Fabaceae	Albizia_saman	0.490	South_East_Asia_(tropical)	129	
665	Fabaceae	Albizia_saponaria	0.570	South_East_Asia_(tropical)	129	
666	Fabaceae	Albizia_schimperiana	0.525	Africa_(extratropical)	72	
667	Fabaceae	Albizia_splendens	0.540	South_East_Asia_(tropical)	129	
668	Fabaceae	Albizia_sumatrana	0.380	South_East_Asia_(tropical)	129	
669	Fabaceae	Albizia_tanganyicensis	0.263	Africa_(extratropical)	72	
670	Fabaceae	Albizia_tomentella	0.590	South_East_Asia_(tropical)	129	
671	Fabaceae	Albizia_umbrosa	0.630	South_East_Asia_(tropical)	170	
672	Fabaceae	Albizia_versicolor	0.577	Africa_(tropical)	1	
673	Fabaceae	Albizia_versicolor	0.568	Africa_(tropical)	137	
674	Fabaceae	Albizia_versicolor	0.787	Africa_(tropical)	179	
675	Fabaceae	Albizia_zimmermannii	0.801	Africa_(extratropical)	72	
676	Fabaceae	Albizia_zygia	0.510	Africa_(tropical)	170	
677	Fabaceae	Albizia_zygia	0.480	Africa_(tropical)	85	
678	Fabaceae	Albizia_zygia	0.430	Africa_(tropical)	98	
679	Fabaceae	Albizia_zygia	0.439	Africa_(tropical)	147	
680	Fabaceae	Albizia_zygia	0.552	Africa_(tropical)	182	
681	Fabaceae	Albizia_zygia	0.551	Africa_(tropical)	199	
682	Euphorbiaceae	Alchornea_brachygyne	0.340	South_America_(tropical)	44	
683	Euphorbiaceae	Alchornea_castaneifolia	0.340	South_America_(tropical)	134	
684	Euphorbiaceae	Alchornea_costaricensis	0.301	Central_America_(tropical)	168	
685	Euphorbiaceae	Alchornea_glandulosa	0.400	South_America_(extratropical)	114	
686	Euphorbiaceae	Alchornea_glandulosa	0.400	South_America_(tropical)	180	
687	Euphorbiaceae	Alchornea_glandulosa	0.410	South_America_(tropical)	57	
688	Euphorbiaceae	Alchornea_glandulosa	0.340	South_America_(tropical)	44	
689	Euphorbiaceae	Alchornea_glandulosa	0.340	South_America_(tropical)	44	
690	Euphorbiaceae	Alchornea_grandis	0.340	South_America_(tropical)	44	
691	Euphorbiaceae	Alchornea_hirtella	0.525	Africa_(extratropical)	72	
692	Euphorbiaceae	Alchornea_iricurana	0.507	South_America_(extratropical)	46	
693	Euphorbiaceae	Alchornea_latifolia	0.490	South_America_(tropical)	141	
694	Euphorbiaceae	Alchornea_latifolia	0.400	Central_America_(tropical)	116	
695	Euphorbiaceae	Alchornea_latifolia	0.390	Mexico	23	
696	Euphorbiaceae	Alchornea_schomburgkii	0.450	South_America_(tropical)	24	
697	Euphorbiaceae	Alchornea_schomburgkii	0.470	South_America_(tropical)	24	
698	Euphorbiaceae	Alchornea_triplinervia	0.490	South_America_(tropical)	114	
699	Euphorbiaceae	Alchornea_triplinervia	0.570	South_America_(tropical)	55	
700	Euphorbiaceae	Alchornea_triplinervia	0.340	South_America_(tropical)	44	
701	Euphorbiaceae	Alchorneopsis_portoricensis	0.450	Central_America_(tropical)	111	
702	Euphorbiaceae	Alchorneopsis_trimera	0.379	South_America_(tropical)	30	
703	Euphorbiaceae	Alchorneopsis_trimera	0.340	South_America_(tropical)	45	
704	Fabaceae	Aldina_heterophylla	0.768	South_America_(tropical)	185	
705	Fabaceae	Aldina_heterophylla	0.730	South_America_(tropical)	92	
706	Fabaceae	Aldina_insignis	0.715	South_America_(tropical)	52	
707	Fabaceae	Aldina_latifolia	0.750	South_America_(tropical)	134	
708	Fabaceae	Aldina_latifolia	0.730	South_America_(tropical)	44	
709	Sapindaceae	Alectryon_oleifolius	0.977	Australia/PNG_(tropical)	90	
710	Sapindaceae	Alectryon_oleifolius	0.939	Australia	90	
711	Euphorbiaceae	Aleurites_moluccana	0.400	Australia/PNG_(tropical)	90	
712	Euphorbiaceae	Aleurites_moluccana	0.400	Australia/PNG_(tropical)	90	
713	Euphorbiaceae	Aleurites_moluccana	0.400	Australia/PNG_(tropical)	90	
714	Euphorbiaceae	Aleurites_moluccana	0.369	China	33	
715	Euphorbiaceae	Aleurites_moluccana	0.250	South_East_Asia_(tropical)	119	
