"RP" "Forest" "Forest.1" "Area.ha." "ha4plot" "X20x20" "X10x10" "Tree" "Genus" "Species" "Family" "Diam2000" "BAm2" "CP" "POM" "Remarks" "unqeID" "x" "y" "elev" "sp" "dden"
"11166" "292/2" "S1" "Sandstone" 2 2 "V" 4 "81" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 38.2 0.115 "3" NA NA "4V2S1" 603430.6848 647209.4164 131.0770059 "Smul" 0.51
"11197" "292/2" "S1" "Sandstone" 2 2 "W" 1 "20" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 31.9 0.08 "4" NA NA "1W2S1" 603446.5012 647232.8651 138.7950362 "Smul" 0.51
"11236" "292/2" "S1" "Sandstone" 2 2 "W" 3 "53" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 38.2 0.115 "3" NA NA "3W2S1" 603460.1336 647215.1406 137.2225766 "Smul" 0.51
"11248" "292/2" "S1" "Sandstone" 2 2 "W" 4 "63" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 31.7 0.079 "3" NA NA "4W2S1" 603440.5011 647211.3245 135.8140859 "Smul" 0.51
"11300" "292/2" "S1" "Sandstone" 2 2 "X" 2 "38" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 72.2 0.409 "5" NA NA "2X2S1" 603475.95 647238.5894 144.3100761 "Smul" 0.51
"11317" "292/2" "S1" "Sandstone" 2 2 "X" 3 "50" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 37 0.107 "3" NA NA "3X2S1" 603469.9499 647217.0487 140.7087037 "Smul" 0.51
"11410" "292/2" "S1" "Sandstone" 2 2 "Y" 3 "56" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 30.2 0.072 "3" NA NA "3Y2S1" 603499.3987 647222.773 141.6463137 "Smul" 0.51
"11475" "292/2" "S1" "Sandstone" 2.4 3 "A" 4 "44" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 89.6 0.63 "5" NA NA "4A3S1" 603414.8684 647185.9677 120.4731956 "Smul" 0.51
"11654" "292/2" "S1" "Sandstone" 2.4 3 "D" 4 "34" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 70.8 0.393 "5" NA NA "4D3S1" 603473.7661 647197.4162 127.0975163 "Smul" 0.51
"11931" "292/2" "S1" "Sandstone" 2.4 3 "J" 1 "2" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 30.2 0.072 "3" NA NA "1J3S1" 603405.0522 647184.0596 115.8604955 "Smul" 0.51
"11932" "292/2" "S1" "Sandstone" 2.4 3 "J" 1 "10" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 33.1 0.086 "3" NA NA "1J3S1" 603405.0522 647184.0596 115.8604955 "Smul" 0.51
"11942" "292/2" "S1" "Sandstone" 2.4 3 "J" 2 "15" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 48.6 0.185 "4" NA NA "2J3S1" 603424.6847 647187.8757 117.6775057 "Smul" 0.51
"12004" "292/2" "S1" "Sandstone" 2.8 3 "K" 3 "34" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 68.3 0.366 "4" NA NA "3K3S1" 603420.5927 647156.5188 112.8219073 "Smul" 0.51
"12437" "292/2" "S1" "Sandstone" 2.8 3 "R" 3 "40" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 60.2 0.284 "5" NA NA "3R3S1" 603463.674 647144.5187 114.1436986 "Smul" 0.51
"12562" "292/2" "S1" "Sandstone" 2.8 3 "T" 4 "40" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 31.8 0.079 "2" NA NA "4T3S1" 603414.5926 647134.9782 121.732766 "Smul" 0.51
"12563" "292/2" "S1" "Sandstone" 2.8 3 "T" 4 "41" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 72.3 0.41 "2" NA NA "4T3S1" 603414.5926 647134.9782 121.732766 "Smul" 0.51
"12578" "292/2" "S1" "Sandstone" 3.2 3 "U" 1 "13" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 58.8 0.271 "4" NA NA "1U3S1" 603426.317 647127.07 124.897916 "Smul" 0.51
"12612" "292/2" "S1" "Sandstone" 3.2 3 "U" 3 "47" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 31.1 0.076 "4" NA NA "3U3S1" 603430.1332 647107.4375 126.9094855 "Smul" 0.51
"12630" "292/2" "S1" "Sandstone" 3.2 3 "U" 4 "53" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 34.2 0.092 "3" NA NA "4U3S1" 603420.3169 647105.5294 129.6648361 "Smul" 0.51
"13014" "292/2" "S1" "Sandstone" 3.2 4 "C" 1 "15" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 40.1 0.126 "5" NA NA "1C4S1" 603342.3384 647192.2436 102.5902849 "Smul" 0.51
"13089" "292/2" "S1" "Sandstone" 3.2 4 "D" 2 "15" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 44.4 0.155 "3" NA NA "2D4S1" 603383.5116 647190.0596 112.8171873 "Smul" 0.51
"13119" "292/2" "S1" "Sandstone" 3.2 4 "D" 4 "45" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 45.8 0.165 "4" NA NA "4D4S1" 603375.6034 647178.3353 108.9970248 "Smul" 0.51
"13151" "292/2" "S1" "Sandstone" 3.2 4 "E" 2 "21" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 32.3 0.082 "3" NA NA "2E4S1" 603393.3278 647191.9677 118.8010856 "Smul" 0.51
"13152" "292/2" "S1" "Sandstone" 3.2 4 "E" 2 "27" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 39.9 0.125 "3" NA NA "2E4S1" 603393.3278 647191.9677 118.8010856 "Smul" 0.51
"13175" "292/2" "S1" "Sandstone" 3.2 4 "E" 3 "44" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 33.6 0.089 "4" NA NA "3E4S1" 603403.1441 647193.8758 116.9631955 "Smul" 0.51
"13192" "292/2" "S1" "Sandstone" 3.2 4 "E" 4 "61" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 35 0.096 "4" NA NA "4E4S1" 603385.4196 647180.2434 113.8965454 "Smul" 0.51
"13193" "292/2" "S1" "Sandstone" 3.2 4 "E" 4 "65" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 45.7 0.164 "4" NA NA "4E4S1" 603385.4196 647180.2434 113.8965454 "Smul" 0.51
"13264" "292/2" "S1" "Sandstone" 3.6 4 "F" 4 "64" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 52.6 0.217 "5" NA NA "4F4S1" 603387.3277 647170.4271 106.3633554 "Smul" 0.51
"13283" "292/2" "S1" "Sandstone" 3.6 4 "G" 1 "5" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 37.2 0.109 "4" NA NA "1G4S1" 603375.6034 647178.3353 106.8540644 "Smul" 0.51
"13531" "292/2" "S1" "Sandstone" 3.6 4 "J" 4 "61" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 34.6 0.094 "3" NA NA "4J4S1" 603310.7057 647145.3461 107.770783 "Smul" 0.51
"13668" "292/2" "S1" "Sandstone" 3.6 4 "M" 2 "14" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 45 0.159 "5" NA NA "2M4S1" 603359.787 647154.8866 107.0880856 "Smul" 0.51
"13679" "292/2" "S1" "Sandstone" 3.6 4 "M" 3 "20" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 36.2 0.103 "5" NA NA "3M4S1" 603361.6951 647145.0703 111.9743652 "Smul" 0.51
"13866" "292/2" "S1" "Sandstone" 4 4 "Q" 3 "30a" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 44.1 0.153 "4" NA NA "3Q4S1" 603396.8682 647121.3458 122.6887258 "Smul" 0.51
"14159" "292/2" "S1" "Sandstone" 4 4 "V" 2 "14" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 46.8 0.172 "4" NA NA "2V4S1" 603347.7868 647111.8053 122.6125312 "Smul" 0.51
"14174" "292/2" "S1" "Sandstone" 4 4 "V" 3 "37" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 62.6 0.308 "5" NA NA "3V4S1" 603361.4193 647094.0809 124.8168362 "Smul" 0.51
"14287" "292/2" "S1" "Sandstone" 4 4 "X" 2 "35" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 35 0.096 "4" NA NA "2X4S1" 603388.96 647109.6214 127.7743661 "Smul" 0.51
"14305" "292/2" "S1" "Sandstone" 4 4 "X" 3 "49" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 38.9 0.119 "4" NA NA "3X4S1" 603398.7763 647111.5295 132.5327165 "Smul" 0.51
"14306" "292/2" "S1" "Sandstone" 4 4 "X" 3 "51" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 43 0.145 "4" NA NA "3X4S1" 603398.7763 647111.5295 132.5327165 "Smul" 0.51
"14380" "292/2" "S1" "Sandstone" 4 4 "Y" 4 "47" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 31.7 0.079 "4" NA NA "4Y4S1" 603398.7763 647111.5295 133.2396558 "Smul" 0.51
"14478" "292/3" "S2" "Sandstone" 0.1 1 "B" 2 "28" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 33.3 0.087 "3" NA NA "2B1S2" 603217.2693 648247.2233 94.07536904 "Smul" 0.51
"14515" "292/3" "S2" "Sandstone" 0.1 1 "C" 1 "2" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 73.5 0.424 "5" NA NA "1C1S2" 603227.43 648246.9067 93.51007102 "Smul" 0.51
"14630" "292/3" "S2" "Sandstone" 0.2 1 "E" 2 "12" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 34.9 0.096 "3" NA NA "2E1S2" 603278.2333 648245.3238 97.8914688 "Smul" 0.51
"14723" "292/3" "S2" "Sandstone" 0.3 1 "G" 4 "26" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 47.8 0.179 "3" NA NA "4G1S2" 603248.6372 648216.7115 85.58825447 "Smul" 0.51
"14863" "292/3" "S2" "Sandstone" 0.5 1 "K" 3 "14" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 44.8 0.158 "4" NA NA "3K1S2" 603198.6557 648199.0626 84.66326704 "Smul" 0.51
"14969" "292/3" "S2" "Sandstone" 0.6 1 "M" 4 "45" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 46 0.166 "4" NA NA "4M1S2" 603228.9989 648197.8272 93.89825432 "Smul" 0.51
"15017" "292/3" "S2" "Sandstone" 0.6 1 "N" 4 "49" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 47.5 0.177 "3" NA NA "4N1S2" 603249.2278 648197.0035 95.81637835 "Smul" 0.51
"15053" "292/3" "S2" "Sandstone" 0.6 1 "O" 3 "25" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 78.5 0.484 "4" NA NA "3O1S2" 603279.571 648195.768 94.98669751 "Smul" 0.51
"15054" "292/3" "S2" "Sandstone" 0.6 1 "O" 3 "27" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 65.9 0.341 "4" NA NA "3O1S2" 603279.571 648195.768 94.98669751 "Smul" 0.51
"15147" "292/3" "S2" "Sandstone" 0.7 1 "P" 4 "58" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 30.8 0.074 "3" NA NA "4P1S2" 603270.0102 648176.3957 96.77502519 "Smul" 0.51
"15148" "292/3" "S2" "Sandstone" 0.7 1 "P" 4 "68" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 64.4 0.326 "4" NA NA "4P1S2" 603270.0102 648176.3957 96.77502519 "Smul" 0.51
"15189" "292/3" "S2" "Sandstone" 0.7 1 "Q" 3 "28" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 56.5 0.251 "3" NA NA "3Q1S2" 603259.9143 648176.8456 95.89004478 "Smul" 0.51
"15239" "292/3" "S2" "Sandstone" 0.7 1 "R" 2 "17" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 33.5 0.088 "3" NA NA "2R1S2" 603239.4179 648187.5804 97.19977162 "Smul" 0.51
"15350" "292/3" "S2" "Sandstone" 0.8 1 "T" 2 "16" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 46 0.166 "3" NA NA "2T1S2" 603198.9972 648189.3039 87.03620437 "Smul" 0.51
"15369" "292/3" "S2" "Sandstone" 0.8 1 "T" 3 "40" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 64 0.322 "4" NA NA "3T1S2" 603199.3388 648179.5451 89.92470042 "Smul" 0.51
"15424" "292/3" "S2" "Sandstone" 0.9 1 "U" 3 "45" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 35 0.096 "3" NA NA "3U1S2" 603200.0219 648160.0276 91.00182318 "Smul" 0.51
"15696" "292/3" "S2" "Sandstone" 1.2 2 "A" 2 "12" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 35.8 0.101 "3" NA NA "2A2S2" 603298.5547 648244.6906 99.46353355 "Smul" 0.51
"15741" "292/3" "S2" "Sandstone" 1.2 2 "B" 2 "22" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 41.2 0.133 "3" NA NA "2B2S2" 603318.876 648244.0575 104.3568848 "Smul" 0.51
"15742" "292/3" "S2" "Sandstone" 1.2 2 "B" 2 "24" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 33 0.085 "3" NA NA "2B2S2" 603318.876 648244.0575 104.3568848 "Smul" 0.51
"15757" "292/3" "S2" "Sandstone" 1.2 2 "B" 3 "33" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 60.8 0.29 "3" NA NA "3B2S2" 603319.1066 648234.0701 99.8205246 "Smul" 0.51
"15774" "292/3" "S2" "Sandstone" 1.2 2 "B" 4 "50" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 32 0.08 "2" NA NA "4B2S2" 603308.9552 648234.4058 97.18444824 "Smul" 0.51
"15836" "292/3" "S2" "Sandstone" 1.2 2 "D" 1 "2" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 32.4 0.082 "3" NA NA "1D2S2" 603349.3581 648243.1077 109.917995 "Smul" 0.51
"15837" "292/3" "S2" "Sandstone" 1.2 2 "D" 1 "6" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 35.7 0.1 "3" NA NA "1D2S2" 603349.3581 648243.1077 109.917995 "Smul" 0.51
"15838" "292/3" "S2" "Sandstone" 1.2 2 "D" 1 "8" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 39.9 0.125 "2" NA NA "1D2S2" 603349.3581 648243.1077 109.917995 "Smul" 0.51
"15852" "292/3" "S2" "Sandstone" 1.2 2 "D" 2 "20" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 35.9 0.101 "2" NA NA "2D2S2" 603359.5188 648242.7912 108.7473889 "Smul" 0.51
"15867" "292/3" "S2" "Sandstone" 1.2 2 "D" 3 "34" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 43.4 0.148 "3" NA NA "3D2S2" 603359.7123 648232.7276 104.7684152 "Smul" 0.51
"15891" "292/3" "S2" "Sandstone" 1.2 2 "E" 1 "12" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 35.4 0.098 "3" NA NA "1E2S2" 603369.6794 648242.4746 109.0882207 "Smul" 0.51
"15904" "292/3" "S2" "Sandstone" 1.2 2 "E" 2 "24" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 42 0.138 "2" NA NA "2E2S2" 603379.8401 648242.158 110.4294453 "Smul" 0.51
"15917" "292/3" "S2" "Sandstone" 1.2 2 "E" 3 "28" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 37.7 0.112 "3" NA NA "3E2S2" 603380.0151 648232.0564 107.817635 "Smul" 0.51
"15925" "292/3" "S2" "Sandstone" 1.2 2 "E" 4 "42" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 34 0.091 "3" NA NA "4E2S2" 603369.8637 648232.392 106.131652 "Smul" 0.51
"15943" "292/3" "S2" "Sandstone" 1.4 2 "F" 2 "21" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 32.5 0.083 "3" NA NA "2F2S2" 603380.1901 648221.9547 102.5781651 "Smul" 0.51
"15989" "292/3" "S2" "Sandstone" 1.4 2 "G" 2 "17" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 41.4 0.135 "4" NA NA "2G2S2" 603359.9058 648222.6641 99.58127472 "Smul" 0.51
"16073" "292/3" "S2" "Sandstone" 1.4 2 "I" 1 "2" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 46.2 0.168 "4" NA NA "1I2S2" 603309.1949 648224.4375 92.8692901 "Smul" 0.51
"16074" "292/3" "S2" "Sandstone" 1.4 2 "I" 1 "5" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 52.7 0.218 "3" NA NA "1I2S2" 603309.1949 648224.4375 92.8692901 "Smul" 0.51
"16315" "292/3" "S2" "Sandstone" 1.6 2 "N" 3 "31" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 31.5 0.078 "4" NA NA "3N2S2" 603360.4863 648192.4734 96.27870578 "Smul" 0.51
"16422" "292/3" "S2" "Sandstone" 1.8 2 "P" 4 "30" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 62.2 0.304 "4" NA NA "4P2S2" 603370.9693 648171.8964 108.1312349 "Smul" 0.51
"16469" "292/3" "S2" "Sandstone" 1.8 2 "Q" 3 "35" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 33.9 0.09 "3" NA NA "3Q2S2" 603360.8734 648172.3463 107.4037379 "Smul" 0.51
"16496" "292/3" "S2" "Sandstone" 1.8 2 "R" 1 "12" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 37.9 0.113 "4" NA NA "1R2S2" 603330.3644 648183.7025 99.7775336 "Smul" 0.51
"16703" "292/3" "S2" "Sandstone" 1.8 2 "T" 4 "65" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 33.2 0.087 "3" NA NA "4T2S2" 603290.202 648175.4958 99.47610458 "Smul" 0.51
"16864" "292/3" "S2" "Sandstone" 2 2 "W" 2 "21" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 40.3 0.127 "3" NA NA "2W2S2" 603340.8936 648163.2207 103.5430743 "Smul" 0.51
"16903" "292/3" "S2" "Sandstone" 2 2 "W" 4 "57" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 45.2 0.16 "4" NA NA "4W2S2" 603331.0282 648153.6833 96.46665428 "Smul" 0.51
"16922" "292/3" "S2" "Sandstone" 2 2 "X" 1 "19" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 35.8 0.101 "3" NA NA "1X2S2" 603350.9802 648162.7518 107.5325951 "Smul" 0.51
"16955" "292/3" "S2" "Sandstone" 2 2 "X" 3 "39" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 51.7 0.21 "3" NA NA "3X2S2" 603361.2604 648152.2192 107.8906951 "Smul" 0.51
"16957" "292/3" "S2" "Sandstone" 2 2 "X" 3 "47" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 49 0.188 "3" NA NA "3X2S2" 603361.2604 648152.2192 107.8906951 "Smul" 0.51
"17001" "292/3" "S2" "Sandstone" 2 2 "Y" 3 "15" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 32.1 0.081 "3" NA NA "3Y2S2" 603381.4152 648151.2432 111.8401562 "Smul" 0.51
"17002" "292/3" "S2" "Sandstone" 2 2 "Y" 3 "23" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 33.6 0.089 "3" NA NA "3Y2S2" 603381.4152 648151.2432 111.8401562 "Smul" 0.51
"17117" "292/3" "S2" "Sandstone" 2.4 3 "C" 1 "8" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 40.5 0.129 "4" NA NA "1C3S2" 603331.2495 648143.6769 92.86659523 "Smul" 0.51
"17180" "292/3" "S2" "Sandstone" 2.4 3 "D" 1 "1" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 31.7 0.079 "4" NA NA "1D3S2" 603351.3858 648142.6628 101.0468283 "Smul" 0.51
"17185" "292/3" "S2" "Sandstone" 2.4 3 "D" 1 "16" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 44 0.152 "4" NA NA "1D3S2" 603351.3858 648142.6628 101.0468283 "Smul" 0.51
"17213" "292/3" "S2" "Sandstone" 2.4 3 "D" 3 "44" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 34.4 0.093 "3" NA NA "3D3S2" 603361.6475 648132.0921 98.34571793 "Smul" 0.51
"17246" "292/3" "S2" "Sandstone" 2.4 3 "E" 1 "8" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 51.5 0.208 "4" NA NA "1E3S2" 603371.5221 648141.6486 105.4723968 "Smul" 0.51
"17288" "292/3" "S2" "Sandstone" 2.4 3 "E" 4 "50" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 41.8 0.137 "4" NA NA "4E3S2" 603371.7064 648131.566 101.2588948 "Smul" 0.51
"17326" "292/3" "S2" "Sandstone" 2.4 3 "F" 2 "22" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 63.5 0.317 "4" NA NA "2F3S2" 603372.0749 648111.4008 103.4817152 "Smul" 0.51
"17327" "292/3" "S2" "Sandstone" 2.4 3 "F" 2 "26" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 48.2 0.182 "4" NA NA "2F3S2" 603372.0749 648111.4008 103.4817152 "Smul" 0.51
"17339" "292/3" "S2" "Sandstone" 2.4 3 "F" 3 "38" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 46.3 0.168 "4" NA NA "3F3S2" 603372.2592 648101.3182 100.3215849 "Smul" 0.51
"17340" "292/3" "S2" "Sandstone" 2.4 3 "F" 3 "43" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 57.8 0.262 "4" NA NA "3F3S2" 603372.2592 648101.3182 100.3215849 "Smul" 0.51
"17352" "292/3" "S2" "Sandstone" 2.4 3 "F" 4 "50" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 68.8 0.372 "2" NA NA "4F3S2" 603362.228 648101.9015 97.29539037 "Smul" 0.51
"17353" "292/3" "S2" "Sandstone" 2.4 3 "F" 4 "56" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 46.9 0.173 "2" NA NA "4F3S2" 603362.228 648101.9015 97.29539037 "Smul" 0.51
"17377" "292/3" "S2" "Sandstone" 2.4 3 "G" 1 "15" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 48 0.181 "3" NA NA "1G3S2" 603351.7913 648122.5738 92.72996407 "Smul" 0.51
"17548" "292/3" "S2" "Sandstone" 2.4 3 "J" 3 "37" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 64.3 0.325 "4" NA NA "3J3S2" 603301.7921 648115.3504 89.85478203 "Smul" 0.51
"17560" "292/3" "S2" "Sandstone" 2.4 3 "J" 4 "48" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 59.1 0.274 "4" NA NA "4J3S2" 603291.7517 648115.9146 91.20384263 "Smul" 0.51
"17574" "292/3" "S2" "Sandstone" 2.8 3 "K" 1 "2" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 49.9 0.195 "4" NA NA "1K3S2" 603292.01 648105.9844 94.50926971 "Smul" 0.51
"17575" "292/3" "S2" "Sandstone" 2.8 3 "K" 1 "6" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 43 0.145 "4" NA NA "1K3S2" 603292.01 648105.9844 94.50926971 "Smul" 0.51
"17585" "292/3" "S2" "Sandstone" 2.8 3 "K" 3 "21" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 40.9 0.131 "3" NA NA "3K3S2" 603302.2901 648095.4519 98.33194386 "Smul" 0.51
"17586" "292/3" "S2" "Sandstone" 2.8 3 "K" 3 "23" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 69.5 0.379 "4" NA NA "3K3S2" 603302.2901 648095.4519 98.33194386 "Smul" 0.51
"17587" "292/3" "S2" "Sandstone" 2.8 3 "K" 3 "24" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 54.6 0.234 "4" NA NA "3K3S2" 603302.2901 648095.4519 98.33194386 "Smul" 0.51
"17588" "292/3" "S2" "Sandstone" 2.8 3 "K" 3 "27" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 54.6 0.234 "4" NA NA "3K3S2" 603302.2901 648095.4519 98.33194386 "Smul" 0.51
"17608" "292/3" "S2" "Sandstone" 2.8 3 "L" 1 "13" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 39.4 0.122 "4" NA NA "1L3S2" 603312.0723 648104.8179 91.91436386 "Smul" 0.51
"17746" "292/3" "S2" "Sandstone" 2.8 3 "O" 2 "17" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 49.5 0.192 "4" NA NA "2O3S2" 603372.4434 648091.2356 93.64250465 "Smul" 0.51
"17757" "292/3" "S2" "Sandstone" 2.8 3 "O" 3 "29" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 64.1 0.323 "5" NA NA "3O3S2" 603372.6277 648081.153 86.56864793 "Smul" 0.51
"17766" "292/3" "S2" "Sandstone" 2.8 3 "O" 4 "45" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 49.1 0.189 "4" NA NA "4O3S2" 603362.615 648081.7744 88.12777875 "Smul" 0.51
"17871" "292/3" "S2" "Sandstone" 2.8 3 "R" 1 "1" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 50.5 0.2 "4" NA NA "1R3S2" 603332.5771 648083.6385 98.40939461 "Smul" 0.51
"17953" "292/3" "S2" "Sandstone" 2.8 3 "S" 3 "21" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 30.2 0.072 "3" NA NA "3S3S2" 603322.795 648074.2725 104.9350755 "Smul" 0.51
"18051" "292/3" "S2" "Sandstone" 3.2 3 "U" 2 "30" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 36.7 0.106 "4" NA NA "2U3S2" 603303.0372 648065.6041 110.7295454 "Smul" 0.51
"18080" "292/3" "S2" "Sandstone" 3.2 3 "U" 4 "55" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 33.5 0.088 "4" NA NA "4U3S2" 603293.3014 648056.3334 108.0512476 "Smul" 0.51
"18096" "292/3" "S2" "Sandstone" 3.2 3 "V" 1 "16" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 36.5 0.105 "4" NA NA "1V3S2" 603313.0314 648064.9447 110.4090355 "Smul" 0.51
"18109" "292/3" "S2" "Sandstone" 3.2 3 "V" 2 "21" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 37.2 0.109 "4" NA NA "2V3S2" 603323.0255 648064.2852 109.5485453 "Smul" 0.51
"18110" "292/3" "S2" "Sandstone" 3.2 3 "V" 2 "25" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 44.8 0.158 "4" NA NA "2V3S2" 603323.0255 648064.2852 109.5485453 "Smul" 0.51
"18124" "292/3" "S2" "Sandstone" 3.2 3 "V" 3 "32" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 51.3 0.207 "5" NA NA "3V3S2" 603323.256 648054.2978 114.1670054 "Smul" 0.51
"18142" "292/3" "S2" "Sandstone" 3.2 3 "V" 4 "55" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 37 0.107 "5" NA NA "4V3S2" 603313.2711 648054.9764 113.7249044 "Smul" 0.51
