"sp" "mother" "block" "treat" "mort" "diameter" "height" "leaves" "lBio" "sBio" "rBio" "rootTstem" "dden" "si" "raden" "slm" "p50" "fden" "Dden" "wet" "fleaf" "rgr" "leafTwood" "local" "surv" "name" "A" "Adate" "E" "rTs" "lTb"
"634" "sjoh" "8m_SJoh_9" "D" 18 1 4.38 620 5 1533.12377710248 2361.78267182746 1384.4745473695 0.58619896059202 0.4 0.0449 0.19 4.73 -1.52793042721657 NA NA "wet" "high" NA 0.290398396739526 "sfr" 0 "D154" 0.8 "30.07.2015" 0.83 1.44202945767578 0.242364619261867
"635" "pmal" "Pmal_1_RDC" "D" 3 0 3.25 361 8 2530.20473317714 1115.5211654236 951.90807584928 0.853330358360174 0.39 0.0313 0.15 4.96 -1.47571143778228 0.527362537 0.137362537 "wet" "high" 0.176788036252055 0.550327570058425 "sfr" 1 "D155" 1.94 "03.08.2015" 1.02 1.10821933463314 0.307792273027868
"636" "ssem" "SS" "D" 0 0 2.92 191 6 626.268202011913 399.440411288505 610.567896473801 1.52855815089977 0.72 0.014 0.12 5.16 -4.64913263523571 0.513213368 -0.206786632 "dry" "high" 0.231961585197792 0.382739835395136 "sfr" 1 "D156" 3.87 "31.07.2015" 1.64 1.02239348582335 0.257097042694379
"637" "sbec" "SHOREABECCARINA_Sbec" "D" 18 0 4.85 292 5 1648.29966126355 1969.98206568876 1346.47269431927 0.683494899659661 0.41 0.037 0.1 5.37 -1.58199721886186 0.478633624 0.068633624 "wet" "high" 0.0571129999144131 0.332000240374706 "sfr" 1 "D157" NA NA NA 0.723698094365868 0.326628969784602
"638" "spar" "Sp_m_1" "D" 18 0 4.66 365 10 1710.1865827431 1351.94123952881 1154.73106410943 0.854128145770512 0.36 0.0423 0.2 4.81 -1.32952049012629 0.515801078 0.155801078 "wet" "high" 0.065007644517345 0.405559358001349 "mal" 1 "D158" -0.64 "12.08.2015" 0.5 1.18152048315931 0.298487653517437
"639" "slep" "SL_m_108" "D" 21 0 4.74 433 8 1676.88994432024 1299.82726436008 983.437373423535 0.756590818171284 0.42 0.055 0.25 4.44 -1.63797719837667 0.384921806 -0.035078194 "wet" "high" -0.0122346246321945 0.423440527270878 "mal" 1 "D159" 0.88 "12.08.2015" 1.08 1.03017923451197 0.246401415393927
"640" "spar" "9Q_Spar_10" "D" 0 0 4.18 339 11 2858.4481980723 1512.27793401294 1460.21616664164 0.965573942328742 0.36 0.0423 0.2 4.81 -1.32952049012629 0.36234353 0.00234353000000004 "dry" "high" 0.202843509215184 0.490220628438805 "sfr" 1 "D160" NA NA NA 1.18152048315931 0.298487653517437
"641" "sxan" "9K_Sxan_29" "E" 21 1 3.64 265 6 1679.36167531659 836.11614297642 794.844865635388 0.950639300906075 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.507310566268927 "sfr" 0 "E1" NA NA NA 1.13561314857521 0.36920464173473
"642" "sxan" "Sxan_3_RDC" "E" 9 1 2.84 154 6 1448.2426862785 341.960461748174 514.901241718744 1.50573326251363 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.628276399420873 "sfr" 0 "E2" NA NA NA 1.13561314857521 0.36920464173473
"643" "pmal" "Pmal_1_RDC" "E" 12 1 4.87 400 6 1798.34283060096 1697.2618663664 1471.8690143626 0.867202076196801 0.39 0.0313 0.15 4.96 -1.47571143778228 NA NA "wet" "high" NA 0.362023623094219 "sfr" 0 "E3" NA NA NA 1.10821933463314 0.307792273027868
"644" "sjoh" "S.Joh_m_7" "E" 18 0 4.49 350 5 1087.75476451493 1100.1511521094 998.817845458945 0.907891468862109 0.4 0.0449 0.19 4.73 -1.52793042721657 0.522319919 0.122319919 "wet" "high" 0.00979366110481621 0.34133952162952 "sfr" 1 "E4" NA NA NA 1.44202945767578 0.242364619261867
"645" "sxan" "8L_Sxan_10" "E" 15 1 3.78 265 6 1678.96597573213 903.768246833578 835.924058800402 0.924931874658273 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.491118397203832 "sfr" 0 "E5" NA NA NA 1.13561314857521 0.36920464173473
"646" "sjoh" "8L_SJoh_50" "E" 9 0 3.66 362 7 1817.55426280518 1005.6413734571 878.38789514637 0.87346037894874 0.4 0.0449 0.19 4.73 -1.52793042721657 0.479620324 0.079620324 "wet" "high" 0.16580806359401 0.491020734067699 "sfr" 1 "E6" NA NA NA 1.44202945767578 0.242364619261867
"647" "spar" "9Q_Spar_10" "E" 21 1 4.06 335 5 1149.21657306606 1165.30265563232 1225.66396863458 1.05179882900851 0.36 0.0423 0.2 4.81 -1.32952049012629 NA NA "wet" "high" NA 0.324620650686054 "sfr" 0 "E7" NA NA NA 1.18152048315931 0.298487653517437
"648" "ssem" "SS" "E" 6 0 3.68 235 7 1077.78405801047 663.225013017324 794.862899103359 1.19848148592459 0.72 0.014 0.12 5.16 -4.64913263523571 0.662689307 -0.057310693 "wet" "high" 0.0850248074834217 0.425015170602137 "sfr" 1 "E8" NA NA NA 1.02239348582335 0.257097042694379
"649" "dry" "DL_m_6" "E" 0 0 2.97 291 7 618.060847296175 553.227787168129 564.671928306913 1.02068612857891 0.59 0.0372 0.12 5.43 -2.95831330249817 0.388201272 -0.201798728 "dry" "high" 0.225056381419371 0.356033921824542 "mal" 1 "E9" NA NA NA 0.736364768672071 0.361645549985552
"650" "spar" "Sp_m_1" "E" 18 1 4.47 431 15 4480.97722153532 2189.83967480823 1668.49640112198 0.761926281780466 0.36 0.0423 0.2 4.81 -1.32952049012629 NA NA "wet" "high" NA 0.537331679683646 "mal" 0 "E10" NA NA NA 1.18152048315931 0.298487653517437
"651" "sjoh" "ou_SJoh" "E" 18 1 3.74 359 7 1819.88795082679 1016.58583129579 893.687474802399 0.879106758416317 0.4 0.0449 0.19 4.73 -1.52793042721657 NA NA "wet" "high" NA 0.487884524415184 "sfr" 0 "E11" NA NA NA 1.44202945767578 0.242364619261867
"652" "sbec" "SHOREABECCARINA_Sbec" "E" 15 0 5.81 300 5 1875.98176233901 2370.87981633788 1631.0301269784 0.687942980381743 0.41 0.037 0.1 5.37 -1.58199721886186 0.546087225 0.136087225 "wet" "high" -0.00486511436690532 0.319158952951459 "sfr" 1 "E12" NA NA NA 0.723698094365868 0.326628969784602
"653" "sxan" "ou_sxan_2" "E" 6 0 2.65 115 4 683.037226483525 234.31029271918 423.41283435233 1.80706032773297 0.51 0.006 0.16 6.96 -2.23989199255121 0.601373626 0.091373626 "wet" "high" 0.222851471139058 0.509440202846428 "sfr" 1 "E13" NA NA NA 1.13561314857521 0.36920464173473
"654" "ssem" "SS" "E" 9 0 3.98 269 9 2055.89689121148 909.731189776765 958.235383240237 1.0533170611369 0.72 0.014 0.12 5.16 -4.64913263523571 0.607236842 -0.112763158 "wet" "high" 0.136951011304933 0.523947102123676 "sfr" 1 "E14" NA NA NA 1.02239348582335 0.257097042694379
"655" "pmal" "Pmal_Tawau" "E" 0 0 4.23 271 5 1000.28087847015 945.251535789381 996.819920405414 1.05455519791668 0.39 0.0313 0.15 4.96 -1.47571143778228 0.49790954 0.10790954 "dry" "high" 0.104956914257519 0.339959584950269 "taw" 1 "E15" NA NA NA 1.10821933463314 0.307792273027868
"656" "spar" "SP_m_7" "E" 21 1 2.89 311 9 5236.12110791772 1774.41136493459 2427.21410807764 1.36789819770294 0.36 0.0423 0.2 4.81 -1.32952049012629 NA NA "wet" "high" NA 0.554806283790021 "mal" 0 "E16" NA NA NA 1.18152048315931 0.298487653517437
"657" "ptom" "All_Ptom_4" "E" 18 1 3 176 3 336.840208291961 269.75995398009 335.24219131779 1.24274261754409 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" NA 0.357639690982351 "sfr" 0 "E17" NA NA NA 1.25739196337714 0.290252763040932
"658" "ssmi" "Ssmi_5" "E" 3 0 4.28 283 6 3565.96173109089 1612.68857934851 1813.71133235876 1.12465069548112 0.31 0.0293 0.13 4.63 -1.11733744698828 0.410357033 0.100357033 "wet" "high" 0.146068477271148 0.509979591053286 "sfr" 1 "E18" NA NA NA 0.881318758953821 0.249740528331436
"659" "sbec" "SHOREABECCARINA_Sbec" "E" 12 1 3.69 280 3 636.848496989832 1401.313065391 986.970575198538 0.704318399345795 0.41 0.037 0.1 5.37 -1.58199721886186 NA NA "wet" "high" NA 0.210519232888591 "sfr" 0 "E19" NA NA NA 0.723698094365868 0.326628969784602
"660" "ssem" "SS" "E" 6 0 3.31 215 7 974.684391059923 536.161104471209 713.433489217574 1.33063268347524 0.72 0.014 0.12 5.16 -4.64913263523571 0.560545428 -0.159454572 "wet" "high" 0.200466419716112 0.438202400752368 "sfr" 1 "E20" NA NA NA 1.02239348582335 0.257097042694379
"661" "slep" "8P_Slep_4" "E" 6 0 4.73 461 6 1002.10835357281 1273.01855781331 943.485124938204 0.741140118616061 0.42 0.055 0.25 4.44 -1.63797719837667 0.416629613 -0.00337038699999997 "wet" "high" -0.00451068071656481 0.311347979272837 "sfr" 1 "E21" NA NA NA 1.03017923451197 0.246401415393927
"662" "sbec" "Sbec_Sfr" "E" 6 0 3.96 242 6 2018.50581446337 1499.80417123449 1106.91854638489 0.738042050832399 0.41 0.037 0.1 5.37 -1.58199721886186 0.575747724 0.165747724 "wet" "high" 0.130385382672597 0.436412125468411 "sfr" 1 "E22" NA NA NA 0.723698094365868 0.326628969784602
"663" "sjoh" "8L_SJoh_50" "E" 21 1 3.71 321 7 1725.69570998341 885.536110526849 843.314453033661 0.952320795288553 0.4 0.0449 0.19 4.73 -1.52793042721657 NA NA "wet" "high" NA 0.499543376564202 "sfr" 0 "E23" NA NA NA 1.44202945767578 0.242364619261867
"664" "sjoh" "8m_SJoh_7" "E" 9 0 2.98 311 5 781.784627607884 625.949206033672 635.664933552576 1.01552159092983 0.4 0.0449 0.19 4.73 -1.52793042721657 0.442030643 0.042030643 "wet" "high" 0.0565297043906837 0.382590339271557 "sfr" 1 "E24" NA NA NA 1.44202945767578 0.242364619261867
"665" "slep" "SL_maliau" "E" 0 0 4.05 302 8 1488.00433795065 741.674886449574 696.682041115134 0.939336161765133 0.42 0.055 0.25 4.44 -1.63797719837667 0.354206049 -0.065793951 "dry" "high" 0.214092424969261 0.508482789013611 "mal" 1 "E25" NA NA NA 1.03017923451197 0.246401415393927
"666" "slep" "SL_m_72" "E" 3 1 4.21 412 8 1702.88259462046 1090.57661521829 838.115436252825 0.768506700544893 0.42 0.055 0.25 4.44 -1.63797719837667 0.492402588 0.072402588 "wet" "high" 0.0538247751358291 0.468910255349745 "mal" 0 "E26" NA NA NA 1.03017923451197 0.246401415393927
"667" "pmal" "8L_Pmal_9" "E" 18 1 4.56 320 8 2628.38819422177 1388.05030788946 1308.55879980023 0.942731536719229 0.39 0.0313 0.15 4.96 -1.47571143778228 NA NA "wet" "high" NA 0.493594277179875 "sfr" 0 "E27" NA NA NA 1.10821933463314 0.307792273027868
"668" "ptom" "Ptom_1_RDC" "E" 0 0 2.63 100 1 114.720019356073 144.696188165564 227.378365422824 1.57141918046005 0.31 0.0262 0.13 4.92 -1.11733744698828 0.637606838 0.327606838 "dry" "high" 0.0257977899254414 0.235664129659805 "sfr" 1 "E28" NA NA NA 1.25739196337714 0.290252763040932
"669" "spar" "Spar_1" "E" 9 0 4.52 234 6 912.27518326073 805.693246723997 893.109815039278 1.10849857395569 0.36 0.0423 0.2 4.81 -1.32952049012629 0.411822467 0.051822467 "wet" "high" 0.127977223805205 0.3493863828092 "sfr" 1 "E29" NA NA NA 1.18152048315931 0.298487653517437
"670" "slep" "SL_m_108" "E" 3 0 4.23 441 9 2400.66972809376 1254.33537323203 908.941250937535 0.72463973378625 0.42 0.055 0.25 4.44 -1.63797719837667 0.397002706 -0.022997294 "wet" "high" 0.169026463851894 0.52600743803731 "mal" 1 "E30" NA NA NA 1.03017923451197 0.246401415393927
"671" "spar" "Sp_m_6" "E" 12 1 3.98 330 16 7974.63206574892 1966.70829940873 1920.62929632797 0.976570494417188 0.36 0.0423 0.2 4.81 -1.32952049012629 NA NA "wet" "high" NA 0.672285656878856 "mal" 0 "E31" NA NA NA 1.18152048315931 0.298487653517437
"672" "ssmi" "Ssmi_Tawau" "E" 15 0 5.6 410 8 5182.3697035184 3573.95654158962 2832.69863950416 0.792594595524722 0.31 0.0293 0.13 4.63 -1.11733744698828 0.347726229 0.037726229 "wet" "high" 0.0755812980393393 0.447179098769519 "taw" 1 "E32" NA NA NA 0.881318758953821 0.249740528331436
"673" "ptom" "Ptom_3" "E" 12 0 4.88 365 7 2756.22274785496 1538.26547035012 1471.51759436094 0.956608350589845 0.31 0.0262 0.13 4.92 -1.11733744698828 0.467535517 0.157535517 "wet" "high" 0.00148810384984718 0.478012481681556 "sfr" 1 "E33" NA NA NA 1.25739196337714 0.290252763040932
"674" "dry" "Dl_m_4" "E" 21 0 5.8 565 12 3092.32260850109 3373.18992586499 1905.22431927592 0.564813829386545 0.59 0.0372 0.12 5.43 -2.95831330249817 0.544403682 -0.045596318 "wet" "high" 0.0915894069346285 0.369420597322404 "mal" 1 "E34" NA NA NA 0.736364768672071 0.361645549985552
"675" "ssem" "Ssem_ou" "E" 18 0 3.5 241 6 777.869988506603 604.374024883883 741.280742928661 1.22652647600314 0.72 0.014 0.12 5.16 -4.64913263523571 0.674381666 -0.0456183339999999 "wet" "high" 0.0399402993526822 0.366310769955392 "mal" 1 "E35" NA NA NA 1.02239348582335 0.257097042694379
"676" "spar" "SP_m_7" "E" 0 0 2.08 199 4 1990.15325914081 1037.95137183552 2558.48678947191 2.46493897392078 0.36 0.0423 0.2 4.81 -1.32952049012629 0.487843137 0.127843137 "dry" "high" -0.0210881734973458 0.356237481741797 "mal" 1 "E36" NA NA NA 1.18152048315931 0.298487653517437
"677" "sbec" "Sbec_Sfr" "E" 9 1 3.24 220 6 1870.23514630633 1184.34954457149 938.671320289669 0.792562740106672 0.41 0.037 0.1 5.37 -1.58199721886186 NA NA "wet" "high" NA 0.468348420706324 "sfr" 0 "E37" NA NA NA 0.723698094365868 0.326628969784602
"678" "dry" "Dl_m_4" "E" 6 0 4.89 600 11 2786.5387269267 3009.18702253641 1550.8137337705 0.5153597041846 0.59 0.0372 0.12 5.43 -2.95831330249817 0.520918332 -0.0690816679999999 "wet" "high" 0.170174977726598 0.37929949648895 "mal" 1 "E38" NA NA NA 0.736364768672071 0.361645549985552
"679" "ssmi" "Ssmi_19" "E" 15 1 4.64 349 5 2860.10384538774 2080.43531206042 2013.08094982621 0.967624870697131 0.31 0.0293 0.13 4.63 -1.11733744698828 NA NA "wet" "high" NA 0.411311489736937 "sfr" 0 "E39" NA NA NA 0.881318758953821 0.249740528331436
"680" "dry" "DL_m_6" "E" 3 0 3.42 278 9 1047.00249998875 684.798367137834 665.677258556636 0.972077753834145 0.59 0.0372 0.12 5.43 -2.95831330249817 0.512209053 -0.077790947 "wet" "high" 0.14542419790034 0.436709928141839 "mal" 1 "E40" NA NA NA 0.736364768672071 0.361645549985552
"681" "pmal" "Pm_m_4" "E" 18 1 3.96 230 5 885.41654363983 759.151936134243 874.665405935051 1.15216120028492 0.39 0.0313 0.15 4.96 -1.47571143778228 NA NA "wet" "high" NA 0.351462620704865 "mal" 0 "E41" NA NA NA 1.10821933463314 0.307792273027868
"682" "sbec" "Sbec_Sfr" "E" 3 0 4.14 265 4 1006.37842757058 1523.9024212787 1094.16022521041 0.717998875736614 0.41 0.037 0.1 5.37 -1.58199721886186 0.615672248 0.205672248 "wet" "high" 0.0740674987495533 0.277664447291827 "sfr" 1 "E42" NA NA NA 0.723698094365868 0.326628969784602
"683" "sjoh" "ou_SJoh_23A" "E" 3 0 3.71 380 2 373.412583832878 856.721574750003 754.008213047051 0.880108818628824 0.4 0.0449 0.19 4.73 -1.52793042721657 0.419890393 0.019890393 "wet" "high" 0.0645553108267107 0.188198482715798 "sfr" 1 "E43" NA NA NA 1.44202945767578 0.242364619261867
"684" "ssem" "SS" "E" 18 1 2.56 160 6 547.450257891392 302.522268257323 541.329087919144 1.78938592202639 0.72 0.014 0.12 5.16 -4.64913263523571 NA NA "wet" "high" NA 0.393480646005123 "sfr" 0 "E44" NA NA NA 1.02239348582335 0.257097042694379
"685" "sxan" "Sxan_1" "E" 0 0 4.58 205 3 761.116919746179 1035.25192280228 919.333901881529 0.888029166266142 0.51 0.006 0.16 6.96 -2.23989199255121 0.538662581 0.028662581 "dry" "high" 0.117172813162667 0.280265180461028 "sfr" 1 "E45" NA NA NA 1.13561314857521 0.36920464173473
"686" "spar" "Sp_m_6" "E" 12 0 4.19 392 16 6795.22432433027 2245.38139404208 1883.72191042122 0.838931824864813 0.36 0.0423 0.2 4.81 -1.32952049012629 0.37090552 0.01090552 "wet" "high" 0.178471495444325 0.622026778693445 "mal" 1 "E46" NA NA NA 1.18152048315931 0.298487653517437
"687" "slep" "SL_maliau" "E" 12 0 4.28 311 11 3668.97279157627 941.047097621942 836.616210959195 0.889026928698205 0.42 0.055 0.25 4.44 -1.63797719837667 0.339587521 -0.080412479 "wet" "high" 0.196168440429423 0.673621795932032 "mal" 1 "E47" NA NA NA 1.03017923451197 0.246401415393927
"688" "sxan" "9K_Sxan_29" "E" 18 1 3.01 124 5 1001.13576063207 323.097819452965 506.595052361623 1.56793089232028 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.546821118530458 "sfr" 0 "E48" NA NA NA 1.13561314857521 0.36920464173473
"689" "slep" "SL_m_72" "E" 15 1 4.07 311 4 425.779895821926 636.160342875687 608.774257947621 0.956950971190266 0.42 0.055 0.25 4.44 -1.63797719837667 0.486738525 0.066738525 "wet" "high" 0.131504010804338 0.254848986273169 "mal" 0 "E49" NA NA NA 1.03017923451197 0.246401415393927
"690" "sbec" "Sbec_Sfr" "E" 21 1 3.78 280 7 3102.76208343279 1719.67510885544 1168.35714445832 0.679405742655623 0.41 0.037 0.1 5.37 -1.58199721886186 NA NA "wet" "high" NA 0.517921649287968 "sfr" 0 "E50" NA NA NA 0.723698094365868 0.326628969784602
"691" "sbec" "SHOREABECCARINA_Sbec" "E" 18 0 2.84 200 4 727.522179874852 907.232545298757 785.846291475437 0.866201610102792 0.41 0.037 0.1 5.37 -1.58199721886186 0.496665608 0.086665608 "wet" "high" -0.0796340936999277 0.300554356075582 "sfr" 1 "E51" NA NA NA 0.723698094365868 0.326628969784602
"692" "slep" "12I_Slep_3" "E" 12 0 5.26 581 7 1533.85005588455 1945.80405347963 1310.05829778032 0.673273496083831 0.42 0.055 0.25 4.44 -1.63797719837667 0.426417224 0.006417224 "wet" "high" 0.0479033721278623 0.320238445547713 "sfr" 1 "E52" NA NA NA 1.03017923451197 0.246401415393927
"693" "sxan" "8L_Sxan_10" "E" 3 0 3.56 311 7 2402.9910515285 986.066344396609 852.251423738793 0.864294201482255 0.51 0.006 0.16 6.96 -2.23989199255121 0.709586466 0.199586466 "wet" "high" 0.175372418874728 0.566568282033026 "sfr" 1 "E53" NA NA NA 1.13561314857521 0.36920464173473
"694" "ssem" "SS" "E" 0 0 2.01 123 3 142.0426237059 174.804380400963 407.480957785647 2.33106834537541 0.72 0.014 0.12 5.16 -4.64913263523571 0.709605775 -0.010394225 "dry" "high" 0.17263473867886 0.196102637449994 "sfr" 1 "E54" NA NA NA 1.02239348582335 0.257097042694379
"695" "ssem" "SS" "E" 15 1 3.37 234 10 2534.1467519532 677.525424699963 830.61668280631 1.2259564770933 0.72 0.014 0.12 5.16 -4.64913263523571 NA NA "wet" "high" 0.189885367426443 0.626908872685576 "sfr" 0 "E55" NA NA NA 1.02239348582335 0.257097042694379
"696" "slep" "12H_Slep_8" "E" 15 0 5.12 515 9 2339.15594923134 1797.42924014642 1251.14794154724 0.696076325900496 0.42 0.055 0.25 4.44 -1.63797719837667 0.361004147 -0.058995853 "wet" "high" 0.155995534817056 0.434163291385915 "sfr" 1 "E56" NA NA NA 1.03017923451197 0.246401415393927
"697" "spar" "Sp_m_6" "E" 15 0 4.52 411 15 4128.36263907802 2033.044701634 1586.46758272318 0.780340728095208 0.36 0.0423 0.2 4.81 -1.32952049012629 0.576722168 0.216722168 "wet" "high" 0.0225340744341837 0.532838059451741 "mal" 1 "E57" NA NA NA 1.18152048315931 0.298487653517437
"698" "sjoh" "8m_SJoh_7" "E" 12 0 4.01 315 8 2367.68786261976 993.932329263066 940.999145777076 0.946743674667232 0.4 0.0449 0.19 4.73 -1.52793042721657 0.439781022 0.039781022 "wet" "high" 0.102142664289665 0.550289876191439 "sfr" 1 "E58" NA NA NA 1.44202945767578 0.242364619261867
"699" "spar" "Sp_m_1" "E" 15 1 4.06 361 8 1971.78127608472 1457.06948650961 1421.23918220176 0.975409337276233 0.36 0.0423 0.2 4.81 -1.32952049012629 NA NA "wet" "high" NA 0.406545300917635 "mal" 0 "E59" NA NA NA 1.18152048315931 0.298487653517437
"700" "dry" "DL_m_1" "E" 18 0 5.17 524 16 4127.10681127703 3312.83033233535 1811.52000887137 0.546819434484698 0.59 0.0372 0.12 5.43 -2.95831330249817 0.458307692 -0.131692308 "wet" "high" 0.10994010256793 0.446103434653969 "mal" 1 "E60" NA NA NA 0.736364768672071 0.361645549985552
"701" "ssem" "SS" "E" 3 0 3.28 165 8 1236.60199711226 460.890517510165 689.197058079244 1.49535959603257 0.72 0.014 0.12 5.16 -4.64913263523571 0.659784946 -0.0602150539999999 "wet" "high" 0.0672853944372234 0.518124355700125 "sfr" 1 "E61" NA NA NA 1.02239348582335 0.257097042694379
"702" "ptom" "9I_Ptom_5" "E" 9 0 5.31 315 6 2107.76995401366 1576.5663398917 1697.52603120984 1.0767235023719 0.31 0.0262 0.13 4.92 -1.11733744698828 0.469522882 0.159522882 "wet" "high" 0.158539117463008 0.391643231781954 "sfr" 1 "E62" NA NA NA 1.25739196337714 0.290252763040932
"703" "dry" "DL_m_3" "E" 18 0 4.67 526 20 7425.85539768247 3633.23425414208 1879.39319680027 0.517278288526996 0.59 0.0372 0.12 5.43 -2.95831330249817 0.587284611 -0.00271538900000001 "wet" "high" 0.0891395078663415 0.573935559876847 "mal" 1 "E63" NA NA NA 0.736364768672071 0.361645549985552
"704" "ptom" "Ptom_1_RDC" "E" 9 0 4.33 245 6 1579.96810328556 810.376689484657 882.29012805765 1.08874075415314 0.31 0.0262 0.13 4.92 -1.11733744698828 0.49470106 0.18470106 "wet" "high" NA 0.482781654999232 "sfr" 1 "E64" NA NA NA 1.25739196337714 0.290252763040932
"705" "sbec" "Sbec_Sfr" "E" 15 1 3.69 270 3 628.333751131513 1353.96711853576 974.054115867204 0.71940751184607 0.41 0.037 0.1 5.37 -1.58199721886186 NA NA "wet" "high" NA 0.21253663859921 "sfr" 0 "E65" NA NA NA 0.723698094365868 0.326628969784602
"706" "sxan" "8m_Sxan_3" "E" 12 1 3.47 150 5 1064.35868536043 480.00650699156 618.645573266502 1.28882747266045 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.492072763704478 "sfr" 0 "E66" NA NA NA 1.13561314857521 0.36920464173473
"707" "dry" "DL_m_1" "E" 3 0 5.71 715 11 3544.00970168264 4265.82853750935 2188.2540573195 0.512972811278799 0.59 0.0372 0.12 5.43 -2.95831330249817 0.477742843 -0.112257157 "wet" "high" 0.145233213610197 0.354468592265267 "mal" 1 "E67" NA NA NA 0.736364768672071 0.361645549985552
"708" "sjoh" "8m_SJoh_9" "E" 21 1 4.48 335 8 2441.2122363947 1210.12318006393 1094.3934841495 0.904365358980797 0.4 0.0449 0.19 4.73 -1.52793042721657 NA NA "wet" "high" 0.107490923734704 0.514401957533199 "sfr" 0 "E68" NA NA NA 1.44202945767578 0.242364619261867
"709" "dry" "DL_m_7" "E" 6 0 5.5 572 14 3568.66352246395 3571.42679924027 1933.12362756216 0.54127488430489 0.59 0.0372 0.12 5.43 -2.95831330249817 0.504690573 -0.085309427 "wet" "high" 0.122944555408208 0.393318568526922 "mal" 1 "E69" NA NA NA 0.736364768672071 0.361645549985552
"710" "sxan" "Sxan_1" "E" 12 1 4.68 302 6 1762.02965932265 1648.36742154805 1213.44676183567 0.736150657901302 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" 0.0128047359366427 0.381074646822701 "sfr" 0 "E70" NA NA NA 1.13561314857521 0.36920464173473
"711" "ssmi" "Ssmi_4" "E" 21 1 5.25 335 6 3311.04754315609 2513.08270359656 2254.26163989276 0.897010526818957 0.31 0.0293 0.13 4.63 -1.11733744698828 NA NA "wet" "high" NA 0.409864684657062 "sfr" 0 "E71" NA NA NA 0.881318758953821 0.249740528331436
"712" "ssmi" "Ssmi_m_2" "E" 3 0 4.19 285 2 1171.34291596155 1304.79349071389 1541.04779626966 1.18106643483216 0.31 0.0293 0.13 4.63 -1.11733744698828 0.464089797 0.154089797 "wet" "high" NA 0.291583073313593 "sfr" 1 "E72" NA NA NA 0.881318758953821 0.249740528331436
"713" "sbec" "SHOREABECCARINA_Sbec" "E" 18 0 5.1 335 6 2463.1709751739 2395.0737629484 1551.54195593385 0.647805499745386 0.41 0.037 0.1 5.37 -1.58199721886186 0.462044468 0.052044468 "wet" "high" -0.0427600057741682 0.384282830731016 "sfr" 1 "E73" NA NA NA 0.723698094365868 0.326628969784602
"714" "ptom" "Ptom_4" "E" 6 0 5.02 260 6 1848.15811951692 1201.54473980716 1336.90236072562 1.11265300111936 0.31 0.0262 0.13 4.92 -1.11733744698828 0.44879244 0.13879244 "wet" "high" -0.0746197614892684 0.421318542883597 "sfr" 1 "E74" NA NA NA 1.25739196337714 0.290252763040932
"715" "sjoh" "SJ_m_4" "E" 0 0 4.93 440 11 5980.2304231361 2066.55443384406 1586.73429652419 0.76781635680056 0.4 0.0449 0.19 4.73 -1.52793042721657 0.449612403 0.049612403 "dry" "high" 0.143934956660667 0.62077319075664 "mal" 1 "E75" NA NA NA 1.44202945767578 0.242364619261867
"716" "dry" "DL_Tawau" "E" 9 0 4.1 511 10 1947.34933220694 1931.81990416947 1102.77441177395 0.570847421850152 0.59 0.0372 0.12 5.43 -2.95831330249817 0.532341691 -0.057658309 "wet" "high" 0.208234497964435 0.39088144502195 "taw" 1 "E76" NA NA NA 0.736364768672071 0.361645549985552
"717" "ssmi" "Ssmi_19" "E" 18 1 4.89 415 4 2401.26181144269 2526.46359415074 2196.94279104148 0.869572312907194 0.31 0.0293 0.13 4.63 -1.11733744698828 NA NA "wet" "high" -0.414781186130404 0.337034896948161 "sfr" 0 "E77" NA NA NA 0.881318758953821 0.249740528331436
"718" "ptom" "Pt_m_2" "E" 0 0 3.58 350 8 3238.35165951412 873.953164892528 710.845814933191 0.813368317077501 0.31 0.0262 0.13 4.92 -1.11733744698828 0.753638254 0.443638254 "dry" "high" 0.0792023483173941 0.671418311736032 "mal" 1 "E78" NA NA NA 1.25739196337714 0.290252763040932
"719" "pmal" "Pmal_Tawau" "E" 9 0 4.02 300 4 728.20013032529 925.289404907947 939.334359886383 1.01517898605986 0.39 0.0313 0.15 4.96 -1.47571143778228 NA NA "wet" "high" NA 0.280852136427759 "taw" 1 "E79" NA NA NA 1.10821933463314 0.307792273027868
"720" "ptom" "Pt_m_5" "E" 21 1 4.77 351 4 1107.56200121803 1227.59986636681 1210.40205075797 0.98599069934755 0.31 0.0262 0.13 4.92 -1.11733744698828 0.521066605 0.211066605 "wet" "high" NA 0.312379645869056 "mal" 0 "E80" NA NA NA 1.25739196337714 0.290252763040932
"721" "ptom" "Ptom_2_RDC" "E" 3 1 3.87 220 4 699.04119507503 535.403993841501 607.79482639451 1.13520786805046 0.31 0.0262 0.13 4.92 -1.11733744698828 0.539894935 0.229894935 "wet" "high" 0.0838167966810819 0.379451748558944 "sfr" 0 "E81" NA NA NA 1.25739196337714 0.290252763040932
