"sp" "mother" "block" "treat" "mort" "diameter" "height" "leaves" "lBio" "wBio" "dden" "den" "si" "slm" "rgr" "leafArea" "A" "carbon.per.sec" "woody.carbon" "carbon.fraction" "Dden" "leafTwood" "carbon.per.sec2" "carbon.fraction2" "leafTtotal" "rootTstem" "CF" "Dcf"
"534" "ssmi" "Ssmi_5" "D" 3 0 4.75 121 7 3431.4221012813 1282.01133712306 0.31 0.37 0.0293 4.63 0.122235276459532 741.12788364607 1.16507119902705 86.3466752031904 641.005668561529 0.0183192732710831 0.060739228 2.67659263371391 86.3466752031906 0.0135997667404971 0.540455553798646 1.2758823938831 0.0082218511221437 0.0053779156183534
"535" "ssmi" "Ssmi_m_2" "D" 0 0 3.67 340 5 3083.11500853475 1528.54846948676 0.31 0.37 0.0293 4.63 0.0807210554231027 665.899569877917 2.02052940947532 134.54696646953 764.274234743379 0.0291753652691182 0.023164601 2.0170214226638 134.546966469529 0.0212698163618993 0.487393300457658 1.12136419069985 0.0082218511221437 0.0130479652397556
"536" "sbec" "SHOREABECCARINA_Sbec" "D" 3 0 5.41 304 6 2410.46865749855 2340.9292481348 0.41 0.42 0.037 5.37 0.00170012412863122 448.876844971797 0.765364543096378 34.3554421358383 1170.4646240674 0.00723059672504082 -0.035493516 1.0297058996632 34.3554421358383 0.00542688606128138 0.380764674976736 0.674604576948411 0.00323018376090687 0.00219670230037451
"537" "ssem" "SS" "D" 15 0 2.74 155 4 286.845842063056 291.379119184093 0.72 0.5 0.014 5.16 -0.15557543687008 55.5902794695845 0.221271364055749 1.23005369664753 145.689559592046 0.00212729262672175 0.230012453 0.984441997306704 1.23005369664753 0.00112135820274885 0.261498289707575 1.78017917252034 0.0056898425264925 -0.00456848432374365
"538" "spar" "Sp_m_3" "D" 12 0 3.58 251 5 1313.24467613276 992.528068304017 0.36 0.39 0.0423 4.81 -0.131606764742681 273.023841191843 0.308421391071142 8.42063928959748 496.264034152009 0.00365198144956577 0.070637177 1.3231310207446 8.42063928959745 0.002283111408039 0.356063690476466 1.39286433664232 0.00640743154576376 -0.00412432013772476
"540" "dry" "DL_Tawau" "D" 18 0 5.56 500 14 3225.13260453241 3103.50453059564 0.59 0.42 0.0372 5.43 -0.0212777080196476 593.947072657902 0.242274117778244 14.3898003035164 1551.75226529782 0.00227375973630146 0.036341867 1.03919055787988 14.3898003035164 0.00177393048229934 0.39758446371486 0.574569920007319 0.00485143318773572 -0.00307750270543638
"541" "ssmi" "Ssmi_5" "D" 21 0 3.78 215 5 2580.02282334 1035.55092843938 0.31 0.37 0.0293 4.63 -0.14724905896147 557.240350613391 0.261154469337759 14.5525808058027 517.775464219692 0.00402497136136159 0.126053243 2.49144948112614 14.5525808058027 0.00285671689839022 0.506466509000862 1.42782837209497 0.0082218511221437 -0.00536513422375348
"542" "ssmi" "Ssmi_3A" "D" 21 0 3.63 175 4 1807.98998901732 811.700568994576 0.31 0.37 0.0293 4.63 -0.0598819641421335 390.494598059896 0.376745805026697 14.7117201704652 405.850284497288 0.00561582364202207 0.096622604 2.22741003034753 14.7117201704652 0.00373448475295303 0.458947762004868 1.62588747919323 0.0082218511221437 -0.00448736636919067
"543" "sbec" "SHOREABECCARINA_Sbec" "D" 18 0 5.83 349 6 2631.68150920362 2736.23708700829 0.41 0.42 0.037 5.37 -0.0449746554886605 490.071044544435 -0.0608179257036034 -2.98051043765908 1368.11854350415 -0.000555245088806376 -0.03762387 0.961788553228409 -2.98051043765908 -0.000415008949615988 0.366437696395458 0.66291016824388 0.00323018376090687 -0.00364519271052285
"544" "sbec" "Sbec_Sfr" "D" 0 0 4.24 335 6 2329.58945028984 2112.34080109154 0.41 0.42 0.037 5.37 0.172947262435049 433.815540091217 1.53994587634558 66.8052452058102 1056.17040054577 0.01503968802415 -0.017887038 1.10284734787399 66.8052452058102 0.0115960900118309 0.404371376423347 0.624465741466425 0.00323018376090687 0.00836590625092403
"545" "sbec" "SHOREABECCARINA_Sbec" "D" 12 0 3.86 311 4 1017.38379494446 1679.89741167971 0.41 0.42 0.037 5.37 -0.0510213930249213 189.456945054835 0.140400670383581 2.65998820945241 839.948705839857 0.00098617385644471 0.036768249 0.605622574254217 2.6599882094524 0.000700004958721915 0.267735660952818 0.656394267652182 0.00323018376090687 -0.00253017880218495
"546" "dry" "DL_m_7" "D" 6 0 5.32 570 10 2572.77647724513 2858.31082746017 0.59 0.42 0.0372 5.43 0.0132033295802653 473.807822697077 0.788700495872963 37.3692464709673 1429.15541373008 0.00688061973126302 0.1409404 0.900103813947778 37.3692464709674 0.00532398175062895 0.366542446178094 0.555556705954027 0.00485143318773572 0.000472548562893227
"547" "spar" "9P_Spar_2" "D" 0 0 3.45 285 6 1802.42606419002 1210.34928563422 0.36 0.39 0.0423 4.81 -0.0654422022046606 374.724753469859 1.60739877357491 60.2332109155613 605.174642817111 0.0199925994877365 -0.061843887 1.48917844260597 60.2332109155611 0.013061750494788 0.390861439692409 1.32081223792238 0.00640743154576376 0.00665431894902424
"548" "sjoh" "8m_SJoh_7" "D" 15 0 4.85 375 9 3334.39481331205 1562.42242349408 0.4 0.39 0.0449 4.73 -0.0531088919733623 704.946049326014 0.278436516006603 19.6282721946954 781.211211747041 0.00400837344860713 0.107914759 2.13411863729865 19.6282721946954 0.00315639054728416 0.536198610109747 0.845971197066738 0.0070596393221021 -0.00390324877481794
"549" "dry" "DL_m_1" "D" 18 0 6.17 580 20 4227.16694515344 5368.67720200187 0.59 0.42 0.0372 5.43 0.0337763815044844 778.483783637835 0.196368678749609 15.2869832020958 2684.33860100093 0.0015930837316306 0.030413223 0.787375881637514 15.2869832020958 0.00122616497537241 0.339059969169623 0.534856033754447 0.00485143318773572 -0.00362526821236331
"550" "spar" "Sp_m_4" "D" 6 0 3.02 169 10 4935.79015906993 1030.04104168808 0.36 0.39 0.0423 4.81 0.0475438863936562 1026.15180022244 0.669849011687954 68.7366769220816 515.020520844038 0.011521726748378 0.089476628 4.79183834362652 68.7366769220815 0.00866798716398972 0.622424121425935 1.90683235160411 0.00640743154576376 0.00226055561822596
"551" "ptom" "Pt_m_2" "D" 9 0 3.94 321 6 1620.11559864078 848.468674748921 0.31 0.52 0.0262 4.92 2.06548411046947e-05 329.291788341622 0.38464444536276 12.6660257289175 424.234337374461 0.00513088650262091 0.17729667 1.90945835345095 12.6660257289175 0.00389929762295558 0.498760466613483 0.9189492314884 0.0062039963071807 -0.00230469868422512
"554" "spar" "SP_m_7" "D" 15 0 3.4 270 4 1201.36826141695 1055.97323398921 0.36 0.39 0.0423 4.81 -0.480576030342198 249.764711313295 0.159152397680324 3.97506526614449 527.986616994606 0.00176094989359563 0.154323484 1.1376881749914 3.97506526614449 0.00106126615798448 0.320742275599184 1.40935959994275 0.00640743154576376 -0.00534616538777928
"556" "sbec" "SHOREABECCARINA_Sbec" "D" 21 0 4.67 320 7 3292.24170729936 2262.88422604922 0.41 0.42 0.037 5.37 -0.153115879385409 613.080392420738 -0.138552186592909 -8.49436289271321 1131.44211302461 -0.0015291035693214 0.00123194300000001 1.45488738195295 -8.49436289271319 -0.00121141068292605 0.4695180586667 0.643795097022234 0.00323018376090687 -0.00444159444383292
"557" "pmal" "9L_Pmal_7" "D" 15 0 3.8 359 8 2624.16362096688 1274.75551693195 0.39 0.49 0.0313 4.96 -0.102738650658725 529.065246162677 0.187616184898915 9.9261203047647 637.377758465974 0.00254586462393626 0.088969301 2.05856227810856 9.92612030476469 0.00198169093692619 0.523898673904371 0.870751500769817 0.00610245022553465 -0.00412075928860846
"559" "ptom" "Ptom_4" "D" 6 0 3.18 140 3 343.263331941551 260.490255068605 0.31 0.52 0.0262 4.92 -0.30792452888944 69.7689699068194 0.553478371494013 3.86156158448412 130.245127534303 0.00639592321696494 0.054770506 1.31775882307438 3.86156158448411 0.00402981973629351 0.358220196555206 1.36086911512256 0.0062039963071807 -0.00217417657088719
"560" "sjoh" "SJ_m_6" "D" 15 0 4.11 435 1 344.552048219242 1073.26765026313 0.4 0.39 0.0449 4.73 -0.210038958102608 72.8439848243641 0.311730356639839 2.27076813683661 536.633825131564 0.00160159161229543 0.132865589 0.321030870663781 2.2707681368366 0.000993478463721249 0.150744161847244 0.80860961908928 0.0070596393221021 -0.00606616085838085
"562" "slep" "SL_m_114" "D" 0 0 3.9 401 6 897.816909528774 892.988523443598 0.42 0.4 0.055 4.44 -0.0478507734278827 202.211015659634 2.39510194028423 48.4315995953233 446.494261721799 0.0270445904974371 -0.073216479 1.00540699679606 48.4315995953234 0.019376337900825 0.359195317880515 0.793646740119586 0.0138467526479274 0.0055295852528976
"564" "ssmi" "Ssmi_5" "D" 9 0 4.59 340 7 4763.25622976207 2197.22711382158 0.31 0.37 0.0293 4.63 0.229018191016266 1028.78104314515 0.679221984371084 69.8770701608405 1098.61355691079 0.0100391117558316 0.03997554 2.16784883082817 69.8770701608406 0.00768706368507137 0.523998128459218 0.969282034891878 0.0082218511221437 -0.000534787437072333
"565" "ssem" "SS" "D" 12 0 1.95 130 1 64.1188552219887 160.003970588466 0.72 0.5 0.014 5.16 -0.0197053995794048 12.4261347329436 0.331368976963863 0.411763555407063 80.0019852942332 0.00183722275461268 0.289189189 0.400732900478475 0.411763555407063 0.000685913549247615 0.106808849354165 2.35113693897364 0.0056898425264925 -0.00500392897724488
"566" "spar" "SP_m_5" "D" 6 0 3.47 371 10 4505.01773911684 1980.28179039176 0.36 0.39 0.0423 4.81 0.0694859780511763 936.594124556516 0.646860901704997 60.584611994223 990.140895195882 0.00934183713775415 0.036108851 2.27493771895241 60.584611994223 0.00708666768209583 0.526958291358075 1.04217381769208 0.00640743154576376 0.000679236136332066
"567" "ptom" "Pt_m_5" "D" 21 0 3.2 221 2 262.51111556773 341.860361312712 0.31 0.52 0.0262 4.92 -0.00956630235665398 53.3559177983191 -0.0682102334195203 -0.363941960733608 170.930180656356 -0.000602182556020267 0.026531721 0.767889890947612 -0.363941960733608 -0.000368182067729052 0.265569502172168 1.12359382486623 0.0062039963071807 -0.00657217837490975
"568" "pmal" "9L_Pmal_9" "D" 6 0 4.23 265 8 2384.15948385351 1068.67306737753 0.39 0.49 0.0313 4.96 0.180122460189307 480.677315293047 0.638095067893143 30.6717824136611 534.336533688765 0.00888307844605022 0.047686932 2.2309530918601 30.671782413661 0.00672479525535927 0.522727507935662 1.0369552504242 0.00610245022553465 0.000622345029824616
"570" "slep" "SL_maliau" "D" 15 0 3.32 321 6 789.915040139611 580.110255342461 0.42 0.4 0.055 4.44 0.136833460858513 177.908792824237 0.885742721740004 15.7581418377618 290.055127671231 0.0115020809394742 -0.032125575 1.36166363698103 15.7581418377618 0.00819915754200189 0.411002637594061 0.951365313275781 0.0138467526479274 -0.00564759510592551
"572" "slep" "SL_m_6" "D" 15 0 4.05 391 6 890.48914746017 895.809426622993 0.42 0.4 0.055 4.44 0.0815205545234571 200.560618797336 0.910942068299136 18.2699104906599 447.904713311496 0.0102278033223181 0.00783847999999998 0.994060925231744 18.2699104906599 0.00727185659237615 0.35443574727463 0.810568497379819 0.0138467526479274 -0.00657489605555125
"573" "sxan" "11H_Sxan_1" "D" 3 0 5.28 281 7 2080.1214084966 2261.71085490361 0.51 0.57 0.006 6.96 0.0723444660060945 298.868018462156 0.288844762063485 8.63264616810866 1130.85542745181 0.00198824957861181 0.086287521 0.919711467089922 8.63264616810865 0.0014723118706932 0.354768095734845 0.672718568606743 0.00327295019169622 -0.00180063832100302
"575" "ssmi" "9H_Ssmi_4" "D" 15 0 6.23 415 8 4412.15840810492 4195.72933551458 0.31 0.37 0.0293 4.63 0.136891302458761 952.94998015225 0.525281090547657 50.0566604811742 2097.86466775729 0.00581520832660465 0.00364410100000001 1.05158318263249 50.0566604811742 0.0042605294861998 0.375537057702544 0.748628303993761 0.0082218511221437 -0.0039613216359439
"577" "sjoh" "8K_SJoh_8" "D" 9 0 3.48 392 3 488.593876357714 885.103282711409 0.4 0.39 0.0449 4.73 -0.0183552208788113 103.296802612625 0.56169122658483 5.80209077617762 442.551641355704 0.00422370442995555 NA 0.552019053483753 5.80209077617761 0.00273393916543385 0.230224928580918 0.845718919056138 0.0070596393221021 -0.00432570015666825
"579" "sbec" "SHOREABECCARINA_Sbec" "D" 15 0 4.44 375 5 1752.08126832549 2330.03359320571 0.41 0.42 0.037 5.37 0.0913110272874477 326.272117006609 0.0303030574754669 0.988704271429353 1165.01679660285 0.000242203932267229 0.035111279 0.751955368126235 0.988704271429353 0.000180673925228126 0.320171975801623 0.596642963265961 0.00323018376090687 -0.00304950983567874
"581" "sjoh" "SJoh_m" "D" 6 0 3.41 302 4 595.219815360042 657.427348749002 0.4 0.39 0.0449 4.73 0.166286657029601 125.839284431299 0.648368517835759 8.15902303322336 328.713674374501 0.00651342474321293 0.033873874 0.905377326472146 8.15902303322335 0.00422636307576267 0.308323072426249 1.03107929141108 0.0070596393221021 -0.00283327624633943
"582" "dry" "DL_m_6" "D" 0 0 2.83 261 9 897.729009428511 510.946456048269 0.59 0.42 0.0372 5.43 0.21967711415833 165.327626045766 1.7765221739981 29.370819364477 255.473228024134 0.0208499545028536 0.00124090300000002 1.75699234000304 29.370819364477 0.0148691727118457 0.454481283752376 1.10893658339865 0.00485143318773572 0.01001773952411
"583" "pmal" "Pmal_1_RDC" "D" 0 0 3.65 311 4 659.924252948815 860.655277290113 0.39 0.49 0.0313 4.96 0.177814269184274 133.049244546132 1.65357792656518 22.0007293927656 430.327638645056 0.0144686476144452 -0.00276822999999998 0.76676954218729 22.0007293927657 0.00924977084612995 0.277452079274573 0.996841183643595 0.00610245022553465 0.0031473206205953
"585" "ssmi" "Ssmi_m_2" "D" 3 0 4.36 261 4 1984.21505606456 1412.78110001528 0.31 0.37 0.0293 4.63 0.113925114745675 428.556167616536 1.28546792385441 55.089520704103 706.390550007639 0.0162171277719892 0.04340603 1.40447451911914 55.0895207041031 0.0109080301985762 0.392885570166337 1.17029285786678 0.0082218511221437 0.0026861790764325
"587" "ssem" "Ssem_ou" "D" 21 0 5.38 345 11 3717.56535626301 1930.44079412546 0.72 0.5 0.014 5.16 -0.0234854637416116 720.458402376552 -0.0167546982396898 -1.20710631260682 965.220397062729 -0.000213722556326146 0.099967116 1.92575984074516 -1.20710631260681 -0.000167543635556226 0.515989692623751 0.806407425916471 0.0056898425264925 -0.00585738616204872
"589" "sjoh" "SJ_m_10" "D" 21 0 4.29 311 1 314.42203242973 767.929821972862 0.4 0.39 0.0449 4.73 -0.0423583562623733 66.4740026278499 0.162987175994387 1.08344099653567 383.964910986431 0.00100100627363333 0.159371634 0.409441101820944 1.08344099653567 0.000583920394127029 0.169457716373708 1.00674336344115 0.0070596393221021 -0.00647571892797507
"590" "ptom" "Ptom_m_3" "D" 3 0 3.58 311 7 2138.63952192284 726.971440118103 0.31 0.52 0.0262 4.92 0.0592129374727593 434.682829659113 0.794503609736072 34.5357077254455 363.485720059051 0.0120517782012003 -0.013830508 2.94184806156263 34.5357077254456 0.00982321125276691 0.608306856902363 0.894277042374536 0.0062039963071807 0.00361921494558621
"593" "pmal" "9L_Pmal_9" "D" 3 0 3.3 209 4 516.820015561862 532.014906007774 0.39 0.49 0.0313 4.96 0.160311298428509 104.197583782633 0.934822822108652 9.74062793285841 266.007453003887 0.00928709345249589 0.065476239 0.971438976099496 9.74062793285841 0.005637273002074 0.299103460345743 1.27639699001264 0.00610245022553465 -0.000465177223460654
"594" "sxan" "Sxan_1" "D" 0 0 3.97 271 6 1692.0392977279 1024.1093094191 0.51 0.57 0.006 6.96 0.156480873209779 243.109094501135 0.967332972736654 23.5167443083099 512.05465470955 0.00865812137319376 0.00368134900000006 1.65220575788698 23.5167443083099 0.0064993142876207 0.467628300872102 0.88095456368831 0.00327295019169622 0.00322636409592448
"596" "pmal" "8_m_Pmal_8" "D" 12 0 4.02 341 1 308.623679838358 916.233496209644 0.39 0.49 0.0313 4.96 -0.0597605195933021 62.2225160964432 0.277135738966059 1.72440829787153 458.116748104822 0.0014078443851187 0.107109304 0.336839551397215 1.72440829787153 0.000817379365476971 0.146289383963657 0.96571680826929 0.00610245022553465 -0.00528507086005768
"598" "ssmi" "Ssmi_3A" "D" 12 0 4.88 329 3 1679.89585573537 1926.20968979505 0.31 0.37 0.0293 4.63 0.100240769015837 362.828478560554 0.655698662003187 23.7906147928807 963.104844897526 0.00659731516243832 0.082171981 0.872125119417349 23.7906147928808 0.00433200678028368 0.305890381588363 0.978978321262163 0.0082218511221437 -0.00388984434186002
"599" "sxan" "8m_Sxan_3" "D" 0 0 4.37 322 7 2322.36860150402 1555.36937727617 0.51 0.57 0.006 6.96 0.158733892427153 333.673649641382 1.00346595784239 33.4830148444155 777.684688638087 0.00863467697602099 -0.117080979 1.49312995063015 33.4830148444156 0.00664988911641091 0.461233666060144 0.744122792398044 0.00327295019169622 0.00337693892471469
"600" "slep" "SL_maliau" "D" 3 0 4.18 300 8 1468.20066220519 766.846304112124 0.42 0.4 0.055 4.44 0.201695223240759 330.675824820989 1.62080420736092 53.5960768142399 383.423152056062 0.023979843655165 -0.042664453 1.91459573363285 53.5960768142401 0.0181509174200871 0.497222755093952 0.935983738079138 0.0138467526479274 0.0043041647721597
"602" "ssem" "SS" "D" 9 0 1.98 120 3 139.640589280962 170.036764436525 0.72 0.5 0.014 5.16 0.0625571590610203 27.0621297056129 0.470483635020698 1.27322891552983 85.0183822182624 0.00411146924450723 0.26097561 0.821237629072215 1.27322891552983 0.00178605978904334 0.195884996319972 2.37121020767148 0.0056898425264925 -0.00390378273744916
"603" "dry" "DL_m_7" "D" 9 0 5.03 505 16 4130.86073932669 3072.56157700843 0.59 0.42 0.0372 5.43 0.180531499359457 760.747834130145 0.599579035432509 45.6128452595123 1536.28078850421 0.00633210760891758 0.261542658 1.34443546070398 45.6128452595123 0.00511759488546911 0.463467509467736 0.556383762304735 0.00485143318773572 0.000266161697733387
"604" "sbec" "SHOREABECCARINA_Sbec" "D" 15 0 5.97 255 4 1386.0922558475 2144.46186480642 0.41 0.42 0.037 5.37 -0.0119278515476984 258.117738519088 0.0303030574754669 0.782175666578144 1072.23093240321 0.00022154473203013 0.171614717 0.646359013697185 0.782175666578145 0.000154706644507642 0.274155398899475 0.71127835653817 0.00323018376090687 -0.00307547711639922
"605" "sbec" "SHOREABECCARINA_Sbec" "D" 9 0 5.19 362 6 2569.28452265478 2586.20565866576 0.41 0.42 0.037 5.37 -0.0313348896841046 478.451493976682 0.279515328440415 13.37345264817 1293.10282933288 0.00259402155329961 -0.182105444 0.993457157610697 13.3734526481699 0.00196936232088281 0.378350472660934 0.632301839394711 0.00323018376090687 -0.00126082144002406
"607" "ssem" "SS" "D" 3 0 3.09 140 6 610.9065289095 351.335072890011 0.72 0.5 0.014 5.16 0.103443395391182 118.392738160756 0.956332849676661 11.3222864666298 175.667536445006 0.01176657343172 0.230731323 1.73881452792147 11.3222864666298 0.00728129150218384 0.392870161931295 1.68711214305222 0.0056898425264925 0.00159144897569134
